graph_id,state_code,ses_definition,ses_category,source_condition,target_condition,bootstrap_status,bootstrap_message,bootstrap_log_odds_ratio,bootstrap_replicates_requested,bootstrap_replicates_valid,positive_stability,bootstrap_low_log,bootstrap_high_log,stability_standard_error,stability_wilson_low,stability_wilson_high
2024_02_education_binary_lower,2,education_binary,lower,KIDNEY_DISEASE,DIABETES,ok,,1.12876233808429,200,200,0.995,0.35837666305625,2.03558328919054,0.004987484335815003,0.9722262956021069,0.9991168312843989
2024_02_education_binary_lower,2,education_binary,lower,SKIN_CANCER,ARTHRITIS,ok,,1.77341398060888,200,200,1.0,0.515564846326519,3.13313943096203,0.0,0.9811546736227335,1.0
2024_02_education_binary_lower,2,education_binary,lower,SKIN_CANCER,OTHER_CANCER,ok,,2.68527157071837,200,200,1.0,1.76029903785704,3.7296296751784,0.0,0.9811546736227335,1.0
2024_02_education_binary_lower,2,education_binary,lower,STROKE,DEPRESSIVE_DISORDER,ok,,1.48674429489664,200,200,1.0,0.598724206637943,2.1450462242317,0.0,0.9811546736227335,1.0
2024_02_education_binary_lower,2,education_binary,lower,STROKE,KIDNEY_DISEASE,ok,,1.68437322191979,200,200,0.985,0.149120022521263,2.64621500531716,0.008595056718835545,0.9568342712073097,0.9948857622067417
2024_04_education_binary_higher,4,education_binary,higher,ARTHRITIS,DIABETES,ok,,0.399915747208627,200,200,1.0,0.173033695295086,0.706809809792347,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,COPD,ARTHRITIS,ok,,0.70375022235932,200,200,1.0,0.358231106445245,1.05626081094499,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,COPD,DEPRESSIVE_DISORDER,ok,,0.756146094846136,200,200,1.0,0.295733310188169,1.10918412342248,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,COPD,KIDNEY_DISEASE,ok,,0.604046526176195,200,200,1.0,0.194160828692615,1.05862770069162,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,CURRENT_ASTHMA,ARTHRITIS,ok,,0.95617976303336,200,200,1.0,0.610506356150463,1.31197180191322,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,CURRENT_ASTHMA,COPD,ok,,1.62142036317709,200,200,1.0,1.15060973359803,2.0088956545758,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,CURRENT_ASTHMA,DEPRESSIVE_DISORDER,ok,,0.750050869027973,200,200,1.0,0.455928981765577,1.07654383424467,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,DEPRESSIVE_DISORDER,ARTHRITIS,ok,,0.903061192899987,200,200,1.0,0.676801012115907,1.12351658886073,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,DEPRESSIVE_DISORDER,DIABETES,ok,,0.536622126443134,200,200,1.0,0.276342304003717,0.879989021744258,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,DEPRESSIVE_DISORDER,KIDNEY_DISEASE,ok,,0.783643612458902,200,200,1.0,0.240291524754334,1.17294251655625,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,ARTHRITIS,ok,,0.628450727938888,200,200,1.0,0.285994755899627,0.994291071346052,0.0,0.9811546736227335,1.0
2024_04_education_binary_higher,4,education_binary,higher,ISCHEMIC_HEART_DISEASE,COPD,ok,,0.901107302628102,200,200,1.0,0.477593798231364,1.34480770688884,0.0,0.9811546736227335,1.0
