rule_id,geography_code,ses_category,primary_ses_definition,sensitivity_ses_definition,primary_edge_count,sensitivity_edge_count,edge_jaccard,density_adjusted_jaccard_z,density_null_expected_jaccard
phi_008,39,higher,education_binary,income_binary,28,24,0.7931034482758621,6.187903753453197,0.40564424080690414
phi_008,39,lower,education_binary,income_binary,31,28,0.84375,6.194843028530548,0.48792952019686137
phi_008,40,higher,education_binary,income_binary,29,23,0.7931034482758621,6.365282954305227,0.4013670841618219
phi_008,40,lower,education_binary,income_binary,27,27,1.0,9.165425825956058,0.4312394265002325
phi_008,41,higher,education_binary,income_binary,27,26,0.7666666666666667,5.528667007679888,0.41986025286932466
phi_008,41,lower,education_binary,income_binary,27,28,0.896551724137931,7.416106196118398,0.4423693349442636
phi_008,42,higher,education_binary,income_binary,28,22,0.7241379310344828,5.478575730669148,0.3798288792216175
phi_008,42,lower,education_binary,income_binary,21,25,0.84,7.50227339276194,0.34304277378473724
phi_008,44,higher,education_binary,income_binary,24,20,0.76,6.491598268685338,0.3233847751953744
phi_008,44,lower,education_binary,income_binary,29,25,0.8620689655172413,7.096883574483239,0.4278212183055901
phi_008,45,higher,education_binary,income_binary,26,30,0.8064516129032258,5.96524169295498,0.4507080165738755
phi_008,45,lower,education_binary,income_binary,31,29,0.8181818181818182,5.580130901431553,0.5012973375873864
phi_008,46,higher,education_binary,income_binary,26,20,0.5333333333333333,2.9899695699592783,0.33862441357166434
phi_008,46,lower,education_binary,income_binary,26,28,0.7419354838709677,5.038225430980604,0.4303832796968456
phi_008,48,higher,education_binary,income_binary,28,23,0.7586206896551724,5.824011939997832,0.3928752931424883
phi_008,48,lower,education_binary,income_binary,26,29,0.7741935483870968,5.484998298168693,0.44066315564941344
phi_008,49,higher,education_binary,income_binary,26,19,0.7307692307692307,6.240097393389825,0.32581430558198105
phi_008,49,lower,education_binary,income_binary,27,31,0.8709677419354839,6.844637876153949,0.47434071549533946
phi_008,50,higher,education_binary,income_binary,22,20,0.8260869565217391,7.531506249246475,0.3070424809010717
phi_008,50,lower,education_binary,income_binary,29,25,0.8620689655172413,7.096883574483239,0.4278212183055901
phi_008,51,higher,education_binary,income_binary,26,23,0.6896551724137931,4.843833017382013,0.375160554357337
phi_008,51,lower,education_binary,income_binary,28,32,0.8181818181818182,5.692894400023842,0.49875776751175976
phi_008,53,higher,education_binary,income_binary,24,22,0.9166666666666666,8.531958905738358,0.3457084021708001
phi_008,53,lower,education_binary,income_binary,27,27,0.8620689655172413,6.94270377989351,0.4312394265002325
phi_008,54,higher,education_binary,income_binary,28,27,0.7741935483870968,5.418183672212316,0.4423693349442636
