graph_id,geography_code,geography,ses_category,edge_count,density,mean_same_ses_jaccard,median_same_ses_jaccard,mean_same_ses_density_adjusted_z,robust_similarity_z,robust_density_adjusted_similarity_z,n_unweighted,weighted_population_estimate,kish_effective_n,n_strata,n_psu,ses_definition,rule_id
2024_24_education_binary_higher,24,Maryland,higher,23,0.5111111111111111,0.761750687882259,0.7774725274725275,5.981779276021867,-0.6224721230595123,-0.1841556658309677,10060,3162209.519608372,4953.051330082285,17,10060,education_binary,phi_008
2024_19_education_binary_lower,19,Iowa,lower,27,0.6,0.7617720444192259,0.790491118077325,5.206041063418794,0.3568281009508822,0.5426822159071439,3328,953665.9732450545,1956.2237965728445,29,3328,education_binary,phi_008
2024_19_education_binary_higher,19,Iowa,higher,24,0.5333333333333333,0.764429276755533,0.767948717948718,5.871082677603407,-0.5726442527495775,-0.34062225695281173,5390,1555985.9503549011,3337.8985359141643,28,5390,education_binary,phi_008
2024_48_education_binary_lower,48,Texas,lower,26,0.5777777777777777,0.7646777050294545,0.790491118077325,5.405244273461437,0.4237347002299595,0.8286184098034443,3937,9637321.041648518,1199.6741432739143,86,3937,education_binary,phi_008
2024_29_education_binary_lower,29,Missouri,lower,32,0.7111111111111111,0.7660615920400211,0.7763888888888889,4.691270936567487,0.45560049120966073,-0.19621858178516718,2654,1960542.4577685364,1389.1519860299213,44,2654,education_binary,phi_008
2024_13_education_binary_higher,13,Georgia,higher,27,0.6,0.7673492083730512,0.7741935483870968,5.551397675310728,-0.5183268562266307,-0.7924881973354267,4805,5204231.645053592,2222.9533787684472,93,4805,education_binary,phi_008
2024_08_education_binary_lower,8,Colorado,lower,31,0.6888888888888889,0.768613916323497,0.7795138888888888,4.827970564652332,0.514371063885503,0.0,2617,1407667.44185125,1957.9174540389397,45,2617,education_binary,phi_008
2024_34_education_binary_higher,34,New Jersey,higher,23,0.5111111111111111,0.770211612752842,0.7735042735042735,6.112065272801207,-0.4650795977040961,0.0,5993,4650152.57279034,3160.4830058111843,29,5993,education_binary,phi_008
2024_44_education_binary_lower,44,Rhode Island,lower,29,0.6444444444444445,0.7721517452689965,0.7647058823529411,5.105748757478748,0.5958341579375757,0.3987226871854887,1547,344951.35020815296,874.5941582743703,16,1547,education_binary,phi_008
2024_39_education_binary_lower,39,Ohio,lower,31,0.6888888888888889,0.7723621102239903,0.7878787878787878,4.884881010661794,0.6006780835139416,0.08168922740453367,3784,3942732.1108005126,1693.9230566236724,59,3784,education_binary,phi_008
2024_44_education_binary_higher,44,Rhode Island,higher,24,0.5333333333333333,0.7751563997039647,0.7817460317460317,6.038878629376291,-0.37309526768272877,-0.10344730349398708,3889,549085.1643150706,2148.1555638105465,19,3889,education_binary,phi_008
2024_27_education_binary_lower,27,Minnesota,lower,29,0.6444444444444445,0.7754829490445473,0.8,5.160165478130887,0.672539439808118,0.4768324223863414,3796,1433682.764220737,2366.5996959991594,19,3796,education_binary,phi_008
2024_12_education_binary_higher,12,Florida,higher,29,0.6444444444444445,0.7757718763849917,0.78125,5.5203737977039875,-0.3616459958116341,-0.8363395933300708,8633,11390032.978743833,2188.1128781209063,240,8633,education_binary,phi_008
2024_38_education_binary_lower,38,North Dakota,lower,33,0.7333333333333333,0.7776222542644671,0.7970588235294118,4.8400346649790995,0.7217997135582401,0.017316803928413924,1770,198881.2684100977,994.9966106420802,4,1770,education_binary,phi_008
2024_51_education_binary_higher,51,Virginia,higher,26,0.5777777777777777,0.780987384092132,0.7799539170506913,5.875926786811014,-0.2646256414657998,-0.33377524208907483,4937,4532942.731241265,2261.1273207622908,105,4937,education_binary,phi_008
2024_55_education_binary_lower,55,Wisconsin,lower,30,0.6666666666666666,0.7812719644457949,0.7941176470588235,5.156195268525671,0.8058390179860393,0.47113358538846933,4236,1789868.0991731694,2085.6884501453865,41,4236,education_binary,phi_008
2024_17_education_binary_lower,17,Illinois,lower,29,0.6444444444444445,0.7823804268546349,0.7909982174688057,5.294130883569282,0.8313628007509994,0.6691263022722591,3682,3609283.8245509714,2347.6554468819745,50,3682,education_binary,phi_008
2024_22_education_binary_lower,22,Louisiana,lower,29,0.6444444444444445,0.7834390158047767,0.7941176470588235,5.302348970657059,0.8557381825278892,0.6809225406084,1715,1649226.4179916596,1196.7703835082584,28,1715,education_binary,phi_008
2024_13_education_binary_lower,13,Georgia,lower,31,0.6888888888888889,0.7839607563910943,0.7974358974358975,5.110766790515532,0.8677519353431691,0.40592556944364444,2418,3484176.061540573,1060.5229114708488,83,2418,education_binary,phi_008
2024_53_education_binary_lower,53,Washington,lower,27,0.6,0.7860969011515297,0.8,5.604767191319177,0.9169394354198923,1.115013512146993,6573,2004970.2678889353,4167.2291717089565,91,6573,education_binary,phi_008
2024_16_education_binary_higher,16,Idaho,higher,29,0.6444444444444445,0.7863620654848529,0.787176724137931,5.70006504568831,-0.1646442930529027,-0.5823509665047664,2693,977261.9832890714,1441.908508084135,28,2693,education_binary,phi_008
2024_41_education_binary_lower,41,Oregon,lower,27,0.6,0.7872676541545884,0.8,5.62461540256231,0.94389753980231,1.1435036252194493,1751,1124236.49456104,1266.2942585239007,4,1751,education_binary,phi_008
2024_20_education_binary_lower,20,Kansas,lower,29,0.6444444444444445,0.7885514916134153,0.8064516129032258,5.392972908259473,0.9734595602581121,0.8110040979707688,3268,814644.8194462387,1720.3714708033478,39,3268,education_binary,phi_008
2024_53_education_binary_higher,53,Washington,higher,24,0.5333333333333333,0.7887424591890905,0.7931034482758621,6.253386004571298,-0.12036353389468184,0.19975295962864115,19038,4205144.745568908,11778.233327379865,99,19038,education_binary,phi_008
2024_40_education_binary_higher,40,Oklahoma,higher,29,0.6444444444444445,0.7888512259632646,0.8064516129032258,5.741810127033852,-0.11834022349731008,-0.5233454444963168,4640,1775143.7919750924,3474.207187835976,26,4640,education_binary,phi_008
2024_23_education_binary_lower,23,Maine,lower,29,0.6444444444444445,0.7930421406277286,0.8064516129032258,5.462916702623978,1.0768625705911037,0.9114013874671117,3684,437862.32863452804,2027.2101333377814,64,3684,education_binary,phi_008
2024_05_education_binary_higher,5,Arkansas,higher,30,0.6666666666666666,0.7952128224743933,0.8064516129032258,5.787632440882267,0.0,-0.45857686671153536,3210,1273916.8807018145,1995.8277397641612,16,3210,education_binary,phi_008
2024_49_education_binary_higher,49,Utah,higher,26,0.5777777777777777,0.7966355979716234,0.8148148148148148,6.1325902654464075,0.0264668735331091,0.029011511445503516,8882,1734039.1454278072,5185.42341107576,53,8882,education_binary,phi_008
2024_30_education_binary_higher,30,Montana,higher,24,0.5333333333333333,0.7973651075718591,0.7965517241379311,6.38435604155812,0.04003741812585383,0.3848754974410807,4862,593710.7976748479,3000.783502257326,23,4862,education_binary,phi_008
2024_38_education_binary_higher,38,North Dakota,higher,28,0.6222222222222222,0.7991982335445181,0.8032258064516129,5.986301996138893,0.0741377476459209,-0.17776292558944592,4069,407616.40247219446,2613.831207062685,4,4069,education_binary,phi_008
2024_18_education_binary_lower,18,Indiana,lower,30,0.6666666666666666,0.8030525940583897,0.8235294117647058,5.534788496984593,1.3073662274632654,1.0145661272500317,4718,2367072.6220627753,2996.2250832617055,41,4718,education_binary,phi_008
2024_22_education_binary_higher,22,Louisiana,higher,27,0.6,0.807746224494,0.8,6.2002247330921545,0.2331499009073039,0.12461096749081117,2812,1862364.2919029004,1889.9302944403225,28,2812,education_binary,phi_008
2024_54_education_binary_higher,54,West Virginia,higher,28,0.6222222222222222,0.8149551016542419,0.8273809523809523,6.2427124646236445,0.3672514794678596,0.1846662050700327,3465,698093.1435300009,2376.2167044606354,4,3465,education_binary,phi_008
2024_41_education_binary_higher,41,Oregon,higher,27,0.6,0.8151846439811328,0.8245073891625616,6.326369503597101,0.3715214909687209,0.30291312411303956,4371,2286236.2037291513,3085.875119932635,5,4371,education_binary,phi_008
2024_27_education_binary_higher,27,Minnesota,higher,27,0.6,0.8183801868267093,0.8333333333333334,6.380169472138908,0.4309658857647792,0.37895789694677473,11320,3049769.3374483963,7480.149853497428,21,11320,education_binary,phi_008
2024_45_education_binary_higher,45,South Carolina,higher,26,0.5777777777777777,0.8245036212052707,0.8333333333333334,6.571785667608158,0.5448757496900368,0.6498021083964612,6319,2611058.1626568246,2202.0190265889314,67,6319,education_binary,phi_008
2024_01_education_binary_higher,1,Alabama,higher,28,0.6222222222222222,0.8260228396746327,0.8333333333333334,6.418796773013962,0.5731366827578673,0.43355652218465346,3331,2289224.873411157,2127.1728106886994,32,3331,education_binary,phi_008
2024_06_education_binary_higher,6,California,higher,29,0.6444444444444445,0.8305060171527141,0.8333333333333334,6.432723909000803,0.6565340223731909,0.4532421450771812,5797,19041264.215503752,2679.125435867049,27,5797,education_binary,phi_008
2024_36_education_binary_higher,36,New York,higher,26,0.5777777777777777,0.8310259321479517,0.8275862068965517,6.676041798926605,0.6662056286481868,0.7971652767684746,29310,9621094.602646858,11160.789816107823,248,29310,education_binary,phi_008
2024_21_education_binary_higher,21,Kentucky,higher,30,0.6666666666666666,0.8314169482340938,0.8412298387096775,6.401070698365366,0.673479420839212,0.4085012041905774,4354,1936374.5347241838,2008.8820964480537,59,4354,education_binary,phi_008
2024_23_education_binary_higher,23,Maine,higher,29,0.6444444444444445,0.8314712603375732,0.8360215053763441,6.448202389826961,0.67448975,0.4751205511457992,8423,725592.1666201503,4636.618769279256,64,8423,education_binary,phi_008
2024_26_education_binary_higher,26,Michigan,higher,27,0.6,0.8320371624223731,0.8275862068965517,6.598093005047374,0.6850168211645514,0.6869868048497864,7896,4922420.4617929775,3983.5438094240053,58,7896,education_binary,phi_008
2024_39_education_binary_higher,39,Ohio,higher,28,0.6222222222222222,0.8336577319059364,0.8333333333333334,6.545052314760379,0.7151631145584045,0.6120152509039012,6350,5343166.726885438,3083.7716975344806,57,6350,education_binary,phi_008
2024_20_education_binary_higher,20,Kansas,higher,27,0.6,0.8372752307921821,0.8304597701149425,6.682643504711372,0.7824568553592713,0.8064966059555466,7590,1459808.064051657,4542.637582570952,39,7590,education_binary,phi_008
2024_17_education_binary_higher,17,Illinois,higher,30,0.6666666666666666,0.8455075385694247,0.8552083333333333,6.64059344574185,0.9355965806708801,0.7470600064806305,8264,6242711.3661557175,5195.347463432801,53,8264,education_binary,phi_008
2024_18_education_binary_higher,18,Indiana,higher,27,0.6,0.8471264303843983,0.8360215053763441,6.837000097332152,0.965711665597564,1.0246753956348593,8277,2982722.3676970475,5475.507755602477,41,8277,education_binary,phi_008
2024_10_education_binary_higher,10,Delaware,higher,27,0.6,0.8474056494538189,0.8518518518518519,6.8434360825863125,0.970905777959476,1.0337724834190947,2995,511371.640078207,1375.0261659242403,13,2995,education_binary,phi_008
2024_31_education_binary_higher,31,Nebraska,higher,27,0.6,0.8486637505619951,0.8360215053763441,6.862860305744445,0.9943093317786043,1.0612280875312818,7859,993022.9338147017,3976.8806006961954,84,7859,education_binary,phi_008
2024_25_education_binary_higher,25,Massachusetts,higher,29,0.6444444444444445,0.8520441895987492,0.8666666666666667,6.78955186624518,1.0571932179899821,0.9576086286428401,7012,3798851.2897846736,4474.181276278983,39,7012,education_binary,phi_008
2024_08_education_binary_higher,8,Colorado,higher,28,0.6222222222222222,0.8628104726438623,0.8596059113300492,7.019948688391315,1.2574706702875573,1.2832681871257112,8211,3308692.8095656955,6048.286811060391,55,8211,education_binary,phi_008
2024_55_education_binary_higher,55,Wisconsin,higher,28,0.6222222222222222,0.8628104726438623,0.8596059113300492,7.019948688391316,1.2574706702875573,1.2832681871257126,8816,2919706.02442142,4146.356817016462,43,8816,education_binary,phi_008
2024_15_education_binary_lower,15,Hawaii,lower,19,0.4222222222222222,0.4174163310515296,0.41801075268817206,1.914615858552901,-5.909871906191689,-5.889024441096915,1885,402229.0328515718,960.574840331935,16,1885,education_binary,phi_012
2024_46_education_binary_lower,46,South Dakota,lower,16,0.35555555555555557,0.4354155539793699,0.44413793103448274,2.6448711615055664,-5.421529915888239,-4.499747102763803,1742,275346.20757370605,295.6681344471387,40,1742,education_binary,phi_012
2024_33_education_binary_lower,33,New Hampshire,lower,16,0.35555555555555557,0.5260578263648983,0.5416666666666666,3.92765829563566,-2.962288876437011,-2.059303208489564,1774,399963.9394737753,752.1485143722185,44,1774,education_binary,phi_012
2024_34_education_binary_higher,34,New Jersey,higher,10,0.2222222222222222,0.5451227592086053,0.5294117647058824,5.38426430807382,-2.7958794508414067,-1.4565311308815396,5993,4650152.57279034,3160.4830058111843,29,5993,education_binary,phi_012
2024_04_education_binary_lower,4,Arizona,lower,15,0.3333333333333333,0.550224587836234,0.5652173913043478,4.458156849069789,-2.3066136596004783,-1.0500539564477673,2555,2192780.438675736,777.6595660941617,40,2555,education_binary,phi_012
2024_10_education_binary_lower,10,Delaware,lower,18,0.4,0.5591849952696701,0.5683229813664596,4.096634835095299,-2.0635063200493984,-1.7378330650588585,1349,328777.7729671034,650.6073209753836,12,1349,education_binary,phi_012
2024_46_education_binary_higher,46,South Dakota,higher,19,0.4222222222222222,0.5630932036822,0.5683229813664596,4.526446631003169,-2.423638103456166,-2.7177813565462583,4085,440365.4332388571,671.7238562297061,40,4085,education_binary,phi_012
2024_37_education_binary_lower,37,North Carolina,lower,20,0.4444444444444444,0.5677018814681224,0.5801282051282051,3.9814024714507887,-1.8324322801303203,-1.9570573703211167,1342,3247399.289531606,924.8797638796066,13,1342,education_binary,phi_012
2024_34_education_binary_lower,34,New Jersey,lower,16,0.35555555555555557,0.5726597245048146,0.5714285714285714,4.596741424306445,-1.6979196433427897,-0.786403135919203,2562,2649371.9217330497,1375.1070022580977,26,2562,education_binary,phi_012
2024_06_education_binary_lower,6,California,lower,15,0.3333333333333333,0.5754304545412395,0.5741758241758241,4.820318989924981,-1.6227461857993286,-0.3610570357024535,2536,11454238.772285284,1471.1327463442656,28,2536,education_binary,phi_012
2024_35_education_binary_higher,35,New Mexico,higher,14,0.3111111111111111,0.586980745663376,0.589572192513369,5.268300220584147,-1.9288294844562257,-1.6270332497173425,2247,985838.6983422602,927.6900535729361,23,2247,education_binary,phi_012
2024_12_education_binary_lower,12,Florida,lower,25,0.5555555555555556,0.5895138639889753,0.596875,3.881530303151943,-1.2406452346894952,-2.147059605959481,4379,7329115.894313465,1036.7520276736052,210,4379,education_binary,phi_012
2024_10_education_binary_higher,10,Delaware,higher,20,0.4444444444444444,0.5960248651789295,0.6,4.948650896710452,-1.7414888074167907,-2.0970139841386826,2995,511371.640078207,1375.0261659242403,13,2995,education_binary,phi_012
2024_05_education_binary_lower,5,Arkansas,lower,25,0.5555555555555556,0.6003121102068605,0.6064516129032258,4.045390240932084,-0.9476749730860146,-1.8353235633752336,2106,1126305.92440219,1269.5956544170654,17,2106,education_binary,phi_012
2024_56_education_binary_higher,56,Wyoming,higher,13,0.28888888888888886,0.6027155093502384,0.6,5.616118689405851,-1.6028982230345972,-1.1156353920865774,3238,295724.1174156895,1942.0937175362676,4,3238,education_binary,phi_012
2024_56_education_binary_lower,56,Wyoming,lower,26,0.5777777777777777,0.6088160827972876,0.596875,4.126066040774228,-0.7169512959059432,-1.6818415413763417,1347,165545.66860098706,773.609819802342,4,1347,education_binary,phi_012
2024_13_education_binary_lower,13,Georgia,lower,26,0.5777777777777777,0.6132392809586973,0.6206896551724138,4.192964345022643,-0.596944259918388,-1.5545705750588799,2418,3484176.061540573,1060.5229114708488,83,2418,education_binary,phi_012
2024_38_education_binary_lower,38,North Dakota,lower,26,0.5777777777777777,0.6139049041221442,0.6112637362637363,4.203946172297051,-0.578885050266234,-1.533678150581941,1770,198881.2684100977,994.9966106420802,4,1770,education_binary,phi_012
2024_49_education_binary_lower,49,Utah,lower,16,0.35555555555555557,0.6167316746475537,0.6172161172161172,5.232734651253244,-0.5021911424212202,0.4235449109596956,3863,828720.3330767241,2191.5814266343473,51,3863,education_binary,phi_012
2024_01_education_binary_lower,1,Alabama,lower,19,0.4222222222222222,0.6201360431378032,0.6160714285714286,4.852457735409797,-0.40982626139719974,-0.299914541284437,1747,1767123.4791202508,1029.0643566588815,32,1747,education_binary,phi_012
2024_17_education_binary_lower,17,Illinois,lower,19,0.4222222222222222,0.6215394323764053,0.6363636363636364,4.878284372953677,-0.37175051242198526,-0.25078054373593783,3682,3609283.8245509714,2347.6554468819745,50,3682,education_binary,phi_012
2024_54_education_binary_lower,54,West Virginia,lower,20,0.4444444444444444,0.6223168133679183,0.6168478260869565,4.774043577661169,-0.3506591696378279,-0.44909389256633775,2340,725354.9641765121,1587.1597554965726,4,2340,education_binary,phi_012
2024_42_education_binary_lower,42,Pennsylvania,lower,18,0.4,0.6230859596383356,0.625,5.026255301542827,-0.3297912453926617,0.030727385052549006,1270,4440885.492662115,672.6166465977429,29,1270,education_binary,phi_012
2024_31_education_binary_higher,31,Nebraska,higher,16,0.35555555555555557,0.6237246758385642,0.6363636363636364,5.564039929167069,-1.1677125239526152,-1.1922068476058985,7859,993022.9338147017,3976.8806006961954,84,7859,education_binary,phi_012
2024_55_education_binary_lower,55,Wisconsin,lower,20,0.4444444444444444,0.6242469951977154,0.632996632996633,4.805011664830421,-0.2982908623953681,-0.3901785220900006,4236,1789868.0991731694,2085.6884501453865,41,4236,education_binary,phi_012
2024_12_education_binary_higher,12,Florida,higher,20,0.4444444444444444,0.6245316041866138,0.625,5.360795092235145,-1.150997740077197,-1.491037943417491,8633,11390032.978743833,2188.1128781209063,240,8633,education_binary,phi_012
2024_09_education_binary_higher,9,Connecticut,higher,12,0.26666666666666666,0.6250829207174274,0.6111111111111112,6.082547933032993,-1.1395777215814176,-0.4298439884980206,5193,1863915.277963453,2734.0464334665076,40,5193,education_binary,phi_012
2024_50_education_binary_lower,50,Vermont,lower,21,0.4666666666666667,0.626384258548068,0.625,4.731674927971908,-0.24030416805316787,-0.5296983121865267,1484,182007.9534789658,899.8185068759475,43,1484,education_binary,phi_012
2024_35_education_binary_lower,35,New Mexico,lower,17,0.37777777777777777,0.6296084149805171,0.625,5.264799607993324,-0.1528286711617702,0.4845470256632877,1136,680870.8672405959,542.8621097429867,22,1136,education_binary,phi_012
2024_16_education_binary_lower,16,Idaho,lower,24,0.5333333333333333,0.6304790961509478,0.6333333333333333,4.563500852866756,-0.12920597492691333,-0.849641803858593,1637,566753.3904621894,846.2559953542789,28,1637,education_binary,phi_012
2024_25_education_binary_higher,25,Massachusetts,higher,12,0.26666666666666666,0.6332847756407456,0.6470588235294118,6.203019424253246,-0.9696837864480752,-0.25271462925401067,7012,3798851.2897846736,4474.181276278983,39,7012,education_binary,phi_012
2024_44_education_binary_lower,44,Rhode Island,lower,19,0.4222222222222222,0.6337803313326422,0.6306818181818181,5.047058397085419,-0.039639232765235156,0.07030432353918993,1547,344951.35020815296,874.5941582743703,16,1547,education_binary,phi_012
2024_53_education_binary_lower,53,Washington,lower,17,0.37777777777777777,0.6352413471809552,0.632996632996633,5.34063806209333,0.0,0.6288262184734537,6573,2004970.2678889353,4167.2291717089565,91,6573,education_binary,phi_012
2024_09_education_binary_lower,9,Connecticut,lower,17,0.37777777777777777,0.6355854125984391,0.632996632996633,5.347749430845045,0.009334935815969848,0.6423552725061211,1958,1038049.0971058925,996.1355979004968,35,1958,education_binary,phi_012
2024_37_education_binary_higher,37,North Carolina,higher,18,0.4,0.6358448105139977,0.631578947368421,5.60112866936071,-0.9166550017692765,-1.137675234199898,2960,5459736.264063175,2078.2171271473208,14,2960,education_binary,phi_012
2024_08_education_binary_lower,8,Colorado,lower,22,0.4888888888888889,0.6361382923836217,0.6475155279503106,4.7823755626296025,0.024335273095919673,-0.4332426719683183,2617,1407667.44185125,1957.9174540389397,45,2617,education_binary,phi_012
2024_48_education_binary_lower,48,Texas,lower,17,0.37777777777777777,0.6422364290253058,0.65,5.440038579145673,0.18978553707015944,0.8179311591716601,3937,9637321.041648518,1199.6741432739143,86,3937,education_binary,phi_012
2024_02_education_binary_lower,2,Alaska,lower,21,0.4666666666666667,0.6450544943483799,0.6602564102564102,5.010103857003024,0.26624326161706546,0.0,1665,213654.9352923655,751.919291347211,32,1665,education_binary,phi_012
2024_40_education_binary_higher,40,Oklahoma,higher,21,0.4666666666666667,0.6475356590479464,0.6594202898550725,5.6691936996004815,-0.67448975,-1.0375991492176608,4640,1775143.7919750924,3474.207187835976,26,4640,education_binary,phi_012
2024_41_education_binary_lower,41,Oregon,lower,23,0.5111111111111111,0.6512633915695971,0.6538461538461539,4.939292771098427,0.4346986020922878,-0.13471485458886528,1751,1124236.49456104,1266.2942585239007,4,1751,education_binary,phi_012
2024_51_education_binary_lower,51,Virginia,lower,21,0.4666666666666667,0.6513519791572069,0.6666666666666666,5.102127504465394,0.4371020968999787,0.17507078345518443,1902,2395204.445103675,860.7017016981456,84,1902,education_binary,phi_012
2024_24_education_binary_lower,24,Maryland,lower,16,0.35555555555555557,0.6517564473981746,0.645,5.7395602360375495,0.4480758387443117,1.3877574220928102,4293,1695905.691828206,1943.0898228214621,17,4293,education_binary,phi_012
2024_04_education_binary_higher,4,Arizona,higher,16,0.35555555555555557,0.6523788630450538,0.6417112299465241,5.9610497191773835,-0.574167201818519,-0.6084829391041023,5993,3760062.140502301,1895.3198772378423,41,5993,education_binary,phi_012
2024_15_education_binary_higher,15,Hawaii,higher,11,0.24444444444444444,0.6554665947526697,0.6470588235294118,6.697317923664966,-0.5102076590873448,0.4740529701940668,4732,731598.5682446372,2245.814417034935,16,4732,education_binary,phi_012
2024_33_education_binary_higher,33,New Hampshire,higher,14,0.3111111111111111,0.6560946148794446,0.6666666666666666,6.221660070502674,-0.4971987956438571,-0.22530726762337533,5169,761648.8632875538,2177.6596047464554,44,5169,education_binary,phi_012
2024_22_education_binary_lower,22,Louisiana,lower,21,0.4666666666666667,0.6570985383473161,0.6602564102564102,5.187094312032014,0.5930136139440787,0.33671625153399165,1715,1649226.4179916596,1196.7703835082584,28,1715,education_binary,phi_012
2024_45_education_binary_lower,45,South Carolina,lower,25,0.5555555555555556,0.6579752789720386,0.6559139784946236,4.92842006042853,0.6168007109411718,-0.15539968971278065,3099,1751959.5723651028,1047.7923822046807,64,3099,education_binary,phi_012
2024_30_education_binary_lower,30,Montana,lower,26,0.5777777777777777,0.6591980476574468,0.6666666666666666,4.908805025339669,0.6499759927801115,-0.19271639748522562,1934,327175.7462438034,1235.6071405913256,23,1934,education_binary,phi_012
2024_42_education_binary_higher,42,Pennsylvania,higher,20,0.4444444444444444,0.6597515323365984,0.6666666666666666,5.8622974147427485,-0.42144908986848034,-0.7536785553548925,2227,5935573.484570947,1183.4251633014092,31,2227,education_binary,phi_012
2024_19_education_binary_lower,19,Iowa,lower,19,0.4222222222222222,0.6601015713964674,0.6666666666666666,5.438072602303574,0.67448975,0.8141909780824269,3328,953665.9732450545,1956.2237965728445,29,3328,education_binary,phi_012
2024_38_education_binary_higher,38,North Dakota,higher,14,0.3111111111111111,0.6642084879781817,0.6858552631578947,6.328171543836903,-0.3291273236652584,-0.06870333724340753,4069,407616.40247219446,2613.831207062685,4,4069,education_binary,phi_012
2024_01_education_binary_higher,1,Alabama,higher,19,0.4222222222222222,0.6651478853948758,0.6666666666666666,5.966262353740876,-0.3096685639982811,-0.60081879706641,3331,2289224.873411157,2127.1728106886994,32,3331,education_binary,phi_012
2024_44_education_binary_higher,44,Rhode Island,higher,16,0.35555555555555557,0.6653389979481692,0.6666666666666666,6.139308715810917,-0.30570984197308565,-0.3463885503540635,3889,549085.1643150706,2148.1555638105465,19,3889,education_binary,phi_012
2024_31_education_binary_lower,31,Nebraska,lower,25,0.5555555555555556,0.6669384748254688,0.6733333333333333,5.065803974987962,0.8599837039010201,0.10596692875227368,4788,529792.8821209782,2250.515294864432,84,4788,education_binary,phi_012
2024_48_education_binary_higher,48,Texas,higher,20,0.4444444444444444,0.6673648106776652,0.6666666666666666,5.971390030793697,-0.26374698117207435,-0.5932795681453051,8268,13937209.437036429,2629.8350880007556,92,8268,education_binary,phi_012
2024_29_education_binary_lower,29,Missouri,lower,20,0.4444444444444444,0.6694966563661564,0.6666666666666666,5.462063609090456,0.929390448300227,0.8598327720112706,2654,1960542.4577685364,1389.1519860299213,44,2654,education_binary,phi_012
2024_39_education_binary_higher,39,Ohio,higher,19,0.4222222222222222,0.6716266301767745,0.6754385964912281,6.059740731520782,-0.17546728196974246,-0.4633774406790105,6350,5343166.726885438,3083.7716975344806,57,6350,education_binary,phi_012
2024_05_education_binary_higher,5,Arkansas,higher,20,0.4444444444444444,0.6727036636961023,0.6666666666666666,6.045716283788004,-0.15315751612044645,-0.4839976008139624,3210,1273916.8807018145,1995.8277397641612,16,3210,education_binary,phi_012
2024_36_education_binary_lower,36,New York,lower,18,0.4,0.6743590291172621,0.6870629370629371,5.7599982973669945,1.061312853861383,1.4266398996724365,14299,5750332.378887327,5674.972134479502,230,14299,education_binary,phi_012
2024_27_education_binary_lower,27,Minnesota,lower,19,0.4222222222222222,0.674915234256216,0.6742424242424242,5.647354709388297,1.076403412251748,1.2123406217971757,3796,1433682.764220737,2366.5996959991594,19,3796,education_binary,phi_012
2024_54_education_binary_higher,54,West Virginia,higher,15,0.3333333333333333,0.675742581721684,0.65,6.374898938577372,-0.09020910423792544,0.0,3465,698093.1435300009,2376.2167044606354,4,3465,education_binary,phi_012
2024_18_education_binary_lower,18,Indiana,lower,26,0.5777777777777777,0.6769159700522143,0.6923076923076923,5.1809762939238775,1.130685939036718,0.3250770017007096,4718,2367072.6220627753,2996.2250832617055,41,4718,education_binary,phi_012
2024_22_education_binary_higher,22,Louisiana,higher,19,0.4222222222222222,0.6786185583394817,0.6899313501144164,6.157531717426413,-0.030635874826125554,-0.3195952520644784,2812,1862364.2919029004,1889.9302944403225,28,2812,education_binary,phi_012
2024_06_education_binary_higher,6,California,higher,20,0.4444444444444444,0.6800975458064304,0.6956521739130435,6.151966134154873,0.0,-0.32777833495588843,5797,19041264.215503752,2679.125435867049,27,5797,education_binary,phi_012
2024_21_education_binary_higher,21,Kentucky,higher,19,0.4222222222222222,0.6826223651154006,0.6899313501144164,6.212531678189191,0.05229932642213276,-0.23872875236667443,4354,1936374.5347241838,2008.8820964480537,59,4354,education_binary,phi_012
2024_02_education_binary_higher,2,Alaska,higher,13,0.28888888888888886,0.6837578270467961,0.6666666666666666,6.733637053065251,0.07581938347293923,0.527453024047565,3800,346527.81918179826,1563.6091266389528,34,3800,education_binary,phi_012
2024_21_education_binary_lower,21,Kentucky,lower,26,0.5777777777777777,0.6850861481775358,0.7018518518518518,5.310491108607387,1.3523533445046465,0.5714730173005789,3069,1609298.8677892587,1412.4119306071798,59,3069,education_binary,phi_012
2024_23_education_binary_lower,23,Maine,lower,25,0.5555555555555556,0.6855298664228876,0.6923076923076923,5.349234383424131,1.364391989280467,0.6451803269196683,3684,437862.32863452804,2027.2101333377814,64,3684,education_binary,phi_012
2024_24_education_binary_higher,24,Maryland,higher,12,0.26666666666666666,0.685793400561539,0.6666666666666666,6.92473098628497,0.11798443002718563,0.808418633452557,10060,3162209.519608372,4953.051330082285,17,10060,education_binary,phi_012
2024_26_education_binary_lower,26,Michigan,lower,20,0.4444444444444444,0.6885129766348397,0.6887351778656126,5.735164668900186,1.4453275932251213,1.3793950565086515,3461,3029650.82284724,1619.1061023899174,55,3461,education_binary,phi_012
2024_39_education_binary_lower,39,Ohio,lower,27,0.6,0.6898371170917358,0.7037037037037037,5.364640494961641,1.4812532211677465,0.67448975,3784,3942732.1108005126,1693.9230566236724,59,3784,education_binary,phi_012
2024_20_education_binary_lower,20,Kansas,lower,22,0.4888888888888889,0.6931885810112457,0.7060185185185186,5.6301213534488515,1.5721827333719742,1.1795549497544047,3268,814644.8194462387,1720.3714708033478,39,3268,education_binary,phi_012
