graph_id,geography_code,geography,ses_category,edge_count,density,mean_same_ses_jaccard,median_same_ses_jaccard,mean_same_ses_density_adjusted_z,robust_similarity_z,robust_density_adjusted_similarity_z,n_unweighted,weighted_population_estimate,kish_effective_n,n_strata,n_psu,ses_definition,rule_id
2024_16_education_binary_lower,16,Idaho,lower,24,0.5333333333333333,0.5798916849185192,0.5806451612903226,3.0536641701064315,-0.7757041688248247,-0.02712881285269474,1637,566753.3904621894,846.2559953542789,28,1637,education_binary,adjusted_stable
2024_12_education_binary_lower,12,Florida,lower,26,0.5777777777777777,0.5803750759191563,0.5948717948717949,2.774313105743927,-0.7677948657390397,-0.558791341348849,4379,7329115.894313465,1036.7520276736052,210,4379,education_binary,adjusted_stable
2024_15_education_binary_lower,15,Hawaii,lower,25,0.5555555555555556,0.5867728021234635,0.5909926470588236,2.996252511862341,-0.663114481654431,-0.13639500611695501,1885,402229.0328515718,960.574840331935,16,1885,education_binary,adjusted_stable
2024_34_education_binary_lower,34,New Jersey,lower,23,0.5111111111111111,0.5904686254753032,0.6052631578947368,3.467197528337978,-0.6026429648022433,0.7599102176110833,2562,2649371.9217330497,1375.1070022580977,26,2562,education_binary,adjusted_stable
2024_50_education_binary_lower,50,Vermont,lower,26,0.5777777777777777,0.6050429090688031,0.6274774774774774,3.166003071031424,-0.3641767417090371,0.18667521989928243,1484,182007.9534789658,899.8185068759475,43,1484,education_binary,adjusted_stable
2024_16_education_binary_higher,16,Idaho,higher,25,0.5555555555555556,0.6076716815642598,0.6114551083591331,2.776566071289439,-3.4576534018888347,-1.769732038560055,2693,977261.9832890714,1441.908508084135,28,2693,education_binary,adjusted_stable
2024_24_education_binary_lower,24,Maryland,lower,26,0.5777777777777777,0.6104088350972247,0.625096525096525,3.256944912986062,-0.276378799176485,0.35975624878327417,4293,1695905.691828206,1943.0898228214621,17,4293,education_binary,adjusted_stable
2024_49_education_binary_lower,49,Utah,lower,28,0.6222222222222222,0.6173135927669438,0.6348484848484848,3.067918442956406,-0.1634023038099394,0.0,3863,828720.3330767241,2191.5814266343473,51,3863,education_binary,adjusted_stable
2024_40_education_binary_lower,40,Oklahoma,lower,27,0.6,0.6207939486757817,0.6350806451612903,3.2802561647171755,-0.10645629179663703,0.4041223551593401,2399,1377727.5273168432,1789.8035377723038,23,2399,education_binary,adjusted_stable
2024_37_education_binary_higher,37,North Carolina,higher,26,0.5777777777777777,0.6218983826621606,0.631578947368421,2.779628360430381,-3.1226338821533624,-1.7641516646746802,2960,5459736.264063175,2078.2171271473208,14,2960,education_binary,adjusted_stable
2024_38_education_binary_lower,38,North Dakota,lower,30,0.6666666666666666,0.6273002126104864,0.6626016260162602,2.9467097588372235,0.0,-0.23068505438329684,1770,198881.2684100977,994.9966106420802,4,1770,education_binary,adjusted_stable
2024_08_education_binary_lower,8,Colorado,lower,34,0.7555555555555555,0.6277112253773426,0.6494601889338731,2.4443069344430506,0.006725041510719256,-1.1868609563816421,2617,1407667.44185125,1957.9174540389397,45,2617,education_binary,adjusted_stable
2024_26_education_binary_lower,26,Michigan,lower,30,0.6666666666666666,0.634788069029235,0.6430934656741109,3.0878717424693085,0.12251722891131184,0.0379752326882302,3461,3029650.82284724,1619.1061023899174,55,3461,education_binary,adjusted_stable
2024_04_education_binary_higher,4,Arizona,higher,26,0.5777777777777777,0.6377135909184252,0.6440422322775264,3.0790583685445854,-2.750207172822129,-1.218503843429383,5993,3760062.140502301,1895.3198772378423,41,5993,education_binary,adjusted_stable
2024_19_education_binary_lower,19,Iowa,lower,29,0.6444444444444445,0.645905365761957,0.6849624060150377,3.440811661083074,0.30441980723365514,0.7096924855493867,3328,953665.9732450545,1956.2237965728445,29,3328,education_binary,adjusted_stable
2024_45_education_binary_lower,45,South Carolina,lower,31,0.6888888888888889,0.6462204860981352,0.6715686274509804,3.1618860901152113,0.30957584498372276,0.1788397584927571,3099,1751959.5723651028,1047.7923822046807,64,3099,education_binary,adjusted_stable
2024_13_education_binary_lower,13,Georgia,lower,29,0.6444444444444445,0.6468474156634771,0.6666666666666666,3.444955339614473,0.3198337437430988,0.7175787580084029,2418,3484176.061540573,1060.5229114708488,83,2418,education_binary,adjusted_stable
2024_20_education_binary_lower,20,Kansas,lower,32,0.7111111111111111,0.6472344128961427,0.6756756756756757,3.0752388236825854,0.3261658401256913,0.013932190075297543,3268,814644.8194462387,1720.3714708033478,39,3268,education_binary,adjusted_stable
2024_22_education_binary_lower,22,Louisiana,lower,30,0.6666666666666666,0.6486780171432788,0.6803405572755419,3.3283628351839885,0.349786270608421,0.49567924296388144,1715,1649226.4179916596,1196.7703835082584,28,1715,education_binary,adjusted_stable
2024_17_education_binary_lower,17,Illinois,lower,36,0.8,0.6501878820465917,0.6799431009957326,2.7135217731420833,0.3744908661080318,-0.67448975,3682,3609283.8245509714,2347.6554468819745,50,3682,education_binary,adjusted_stable
2024_53_education_binary_lower,53,Washington,lower,34,0.7555555555555555,0.6502559160148567,0.6705128205128206,2.898880605583764,0.37560404627569494,-0.3217137698549729,6573,2004970.2678889353,4167.2291717089565,91,6573,education_binary,adjusted_stable
2024_31_education_binary_lower,31,Nebraska,lower,38,0.8444444444444444,0.6530094916710981,0.6708333333333334,2.621135943660618,0.4206583902873728,-0.8503189841266745,4788,529792.8821209782,2250.515294864432,84,4788,education_binary,adjusted_stable
2024_36_education_binary_lower,36,New York,lower,38,0.8444444444444444,0.65561828545587,0.7036585365853658,2.6770295249201808,0.46334379548705185,-0.7439420035807821,14299,5750332.378887327,5674.972134479502,230,14299,education_binary,adjusted_stable
2024_18_education_binary_lower,18,Indiana,lower,38,0.8444444444444444,0.6564206727766476,0.6835686777920411,2.702266196381073,0.4764725556498539,-0.6959114274655844,4718,2367072.6220627753,2996.2250832617055,41,4718,education_binary,adjusted_stable
2024_55_education_binary_lower,55,Wisconsin,lower,36,0.8,0.6565920246928508,0.6923076923076923,2.847559352322002,0.4792762368060918,-0.4193886698486679,4236,1789868.0991731694,2085.6884501453865,41,4236,education_binary,adjusted_stable
2024_27_education_binary_lower,27,Minnesota,lower,35,0.7777777777777778,0.6577288161084276,0.6799431009957326,2.9546075367346036,0.49787655795246194,-0.21565395874024135,3796,1433682.764220737,2366.5996959991594,19,3796,education_binary,adjusted_stable
2024_30_education_binary_lower,30,Montana,lower,31,0.6888888888888889,0.6644482322936474,0.708204334365325,3.521538604640827,0.6078204731233843,0.8633324619268741,1934,327175.7462438034,1235.6071405913256,23,1934,education_binary,adjusted_stable
2024_25_education_binary_lower,25,Massachusetts,lower,33,0.7333333333333333,0.6667313765172274,0.7027027027027027,3.332319237233339,0.6451775600965662,0.503209089761155,2407,1877092.2262665478,1448.0774544741696,38,2407,education_binary,adjusted_stable
2024_54_education_binary_lower,54,West Virginia,lower,34,0.7555555555555555,0.6685228426748148,0.6972222222222222,3.2681881518591336,0.67448975,0.381154444710627,2340,725354.9641765121,1587.1597554965726,4,2340,education_binary,adjusted_stable
2024_21_education_binary_lower,21,Kentucky,lower,38,0.8444444444444444,0.6697879093892658,0.6961538461538461,3.0158658304762915,0.6951889273846514,-0.09906682700194024,3069,1609298.8677892587,1412.4119306071798,59,3069,education_binary,adjusted_stable
2024_41_education_binary_lower,41,Oregon,lower,29,0.6444444444444445,0.6730050770627823,0.7124060150375939,3.9210857807410493,0.7478286210779463,1.6237529113126934,1751,1124236.49456104,1266.2942585239007,4,1751,education_binary,adjusted_stable
2024_05_education_binary_lower,5,Arkansas,lower,33,0.7333333333333333,0.6749233291012131,0.7124060150375939,3.4946150710222033,0.7792152971784063,0.8120914401953315,2106,1126305.92440219,1269.5956544170654,17,2106,education_binary,adjusted_stable
2024_23_education_binary_lower,23,Maine,lower,38,0.8444444444444444,0.6762240150502695,0.7052631578947368,3.177170001305648,0.8004972808664568,0.2079281848689441,3684,437862.32863452804,2027.2101333377814,64,3684,education_binary,adjusted_stable
2024_39_education_binary_lower,39,Ohio,lower,35,0.7777777777777778,0.688020053523486,0.7464285714285714,3.608620604305317,0.9935055151390954,1.0290674170944138,3784,3942732.1108005126,1693.9230566236724,59,3784,education_binary,adjusted_stable
2024_29_education_binary_lower,29,Missouri,lower,31,0.6888888888888889,0.6923376240020852,0.7312834224598931,4.035819059949705,1.0641501350523146,1.8421139383806706,2654,1960542.4577685364,1389.1519860299213,44,2654,education_binary,adjusted_stable
2024_09_education_binary_higher,9,Connecticut,higher,30,0.6666666666666666,0.6978895684844797,0.7200854700854701,3.3025785171391884,-1.3331444985548773,-0.811185676311835,5193,1863915.277963453,2734.0464334665076,40,5193,education_binary,adjusted_stable
2024_56_education_binary_higher,56,Wyoming,higher,30,0.6666666666666666,0.7037829901679366,0.7200854700854701,3.377591851255171,-1.1943624092705478,-0.67448975,3238,295724.1174156895,1942.0937175362676,4,3238,education_binary,adjusted_stable
2024_02_education_binary_higher,2,Alaska,higher,26,0.5777777777777777,0.7095871701563832,0.7222222222222222,4.38754893078322,-1.0576818408937687,1.165943289648978,3800,346527.81918179826,1563.6091266389528,34,3800,education_binary,adjusted_stable
2024_33_education_binary_higher,33,New Hampshire,higher,30,0.6666666666666666,0.7109348013491352,0.7236111111111111,3.529435830958608,-1.025946953665207,-0.3977862318182325,5169,761648.8632875538,2177.6596047464554,44,5169,education_binary,adjusted_stable
2024_22_education_binary_higher,22,Louisiana,higher,29,0.6444444444444445,0.7118693979191731,0.7204861111111112,3.7401904633175826,-1.0039384717349356,-0.013730516466659355,2812,1862364.2919029004,1889.9302944403225,28,2812,education_binary,adjusted_stable
2024_34_education_binary_higher,34,New Jersey,higher,28,0.6222222222222222,0.7136424349499263,0.7200854700854701,4.000432092255805,-0.9621858538631947,0.46050477718937344,5993,4650152.57279034,3160.4830058111843,29,5993,education_binary,adjusted_stable
2024_41_education_binary_higher,41,Oregon,higher,35,0.7777777777777778,0.7136821157876581,0.7342747111681642,2.619485101025104,-0.9612514239410284,-2.0559788637317697,4371,2286236.2037291513,3085.875119932635,5,4371,education_binary,adjusted_stable
2024_54_education_binary_higher,54,West Virginia,higher,33,0.7333333333333333,0.7252670707803278,0.7435897435897436,3.2113095101235825,-0.6884414428292461,-0.9775041262859365,3465,698093.1435300009,2376.2167044606354,4,3465,education_binary,adjusted_stable
2024_10_education_binary_higher,10,Delaware,higher,29,0.6444444444444445,0.7260860144391946,0.7368421052631579,4.004019508103831,-0.6691564301340366,0.46704208336554515,2995,511371.640078207,1375.0261659242403,13,2995,education_binary,adjusted_stable
2024_38_education_binary_higher,38,North Dakota,higher,32,0.7111111111111111,0.7292043256073576,0.7428571428571429,3.5044283886712275,-0.5957244304909242,-0.4433570030477557,4069,407616.40247219446,2613.831207062685,4,4069,education_binary,adjusted_stable
2024_42_education_binary_higher,42,Pennsylvania,higher,31,0.6888888888888889,0.7339479630264508,0.7467948717948718,3.747725229327719,-0.48401820154805825,0.0,2227,5935573.484570947,1183.4251633014092,31,2227,education_binary,adjusted_stable
2024_15_education_binary_higher,15,Hawaii,higher,33,0.7333333333333333,0.7359334710824342,0.75,3.4586010834008927,-0.43726217913857474,-0.5268675684442743,4732,731598.5682446372,2245.814417034935,16,4732,education_binary,adjusted_stable
2024_01_education_binary_higher,1,Alabama,higher,28,0.6222222222222222,0.7363765404546782,0.7325119236883944,4.4098725023424326,-0.42682849621537355,1.206623274465503,3331,2289224.873411157,2127.1728106886994,32,3331,education_binary,adjusted_stable
2024_25_education_binary_higher,25,Massachusetts,higher,36,0.8,0.7370077428387972,0.7530487804878049,2.9912681332644473,-0.41196453596708676,-1.3784829681300343,7012,3798851.2897846736,4474.181276278983,39,7012,education_binary,adjusted_stable
2024_13_education_binary_higher,13,Georgia,higher,33,0.7333333333333333,0.7370236236000841,0.7533783783783784,3.473140608898731,-0.41159056557277285,-0.5003723602325107,4805,5204231.645053592,2222.9533787684472,93,4805,education_binary,adjusted_stable
2024_44_education_binary_higher,44,Rhode Island,higher,31,0.6888888888888889,0.7420084730446603,0.7631578947368421,3.9228143138752474,-0.2942041205084297,0.3190628023853712,3889,549085.1643150706,2148.1555638105465,19,3889,education_binary,adjusted_stable
2024_06_education_binary_higher,6,California,higher,37,0.8222222222222222,0.7517332279192522,0.7777439024390245,3.1827640740023107,-0.06519932978349485,-1.0295221425300802,5797,19041264.215503752,2679.125435867049,27,5797,education_binary,adjusted_stable
2024_21_education_binary_higher,21,Kentucky,higher,34,0.7555555555555555,0.7533673812565205,0.7821357943309163,3.6285500124929713,-0.02671723456983304,-0.21717161156243908,4354,1936374.5347241838,2008.8820964480537,59,4354,education_binary,adjusted_stable
2024_50_education_binary_higher,50,Vermont,higher,29,0.6444444444444445,0.7545019363734511,0.7603668261562999,4.553539472742204,0.0,1.468425923696468,5004,353696.77835692256,3143.4605163852284,49,5004,education_binary,adjusted_stable
2024_49_education_binary_higher,49,Utah,higher,37,0.8222222222222222,0.7559157329026726,0.7793918918918918,3.245547087055693,0.03329299118355291,-0.9151133880450348,8882,1734039.1454278072,5185.42341107576,53,8882,education_binary,adjusted_stable
2024_12_education_binary_higher,12,Florida,higher,36,0.8,0.7568854407694615,0.7921727395411606,3.4038678207549617,0.05612829654210036,-0.6266073563849943,8633,11390032.978743833,2188.1128781209063,240,8633,education_binary,adjusted_stable
2024_51_education_binary_higher,51,Virginia,higher,32,0.7111111111111111,0.7571333539170731,0.7807807807807807,4.055897597654605,0.06196631500312039,0.5615789225822474,4937,4532942.731241265,2261.1273207622908,105,4937,education_binary,adjusted_stable
2024_40_education_binary_higher,40,Oklahoma,higher,33,0.7333333333333333,0.7598661222922933,0.7791327913279134,3.9219843222683783,0.12631930466069066,0.317550318333448,4640,1775143.7919750924,3474.207187835976,26,4640,education_binary,adjusted_stable
2024_18_education_binary_higher,18,Indiana,higher,36,0.8,0.7666349794196251,0.7894736842105263,3.621087372494185,0.2857167115754481,-0.23077069363748168,8277,2982722.3676970475,5475.507755602477,41,8277,education_binary,adjusted_stable
2024_55_education_binary_higher,55,Wisconsin,higher,37,0.8222222222222222,0.7690018967716128,0.7894736842105263,3.5478001477375787,0.34145440572251046,-0.36432115093935835,8816,2919706.02442142,4146.356817016462,43,8816,education_binary,adjusted_stable
2024_23_education_binary_higher,23,Maine,higher,38,0.8444444444444444,0.7708092806246793,0.7777439024390245,3.50968216504039,0.3840158446861329,-0.43378310747463683,8423,725592.1666201503,4636.618769279256,64,8423,education_binary,adjusted_stable
2024_53_education_binary_higher,53,Washington,higher,40,0.8888888888888888,0.7713673433318184,0.8,3.387913876375009,0.39715746471746993,-0.6556800436751391,19038,4205144.745568908,11778.233327379865,99,19038,education_binary,adjusted_stable
2024_08_education_binary_higher,8,Colorado,higher,36,0.8,0.7739132395869015,0.8,3.774758103687053,0.45710986934064124,0.04926169253731761,8211,3308692.8095656955,6048.286811060391,55,8211,education_binary,adjusted_stable
2024_39_education_binary_higher,39,Ohio,higher,34,0.7555555555555555,0.7769833665041633,0.7921727395411606,4.1431661023097375,0.5294071952119053,0.7206073036329752,6350,5343166.726885438,3083.7716975344806,57,6350,education_binary,adjusted_stable
2024_29_education_binary_higher,29,Missouri,higher,31,0.6888888888888889,0.7788338824350431,0.7944947209653092,4.637397817677649,0.5729843361218013,1.621240010352105,4630,2921910.05116975,2499.145587114158,47,4630,education_binary,adjusted_stable
2024_26_education_binary_higher,26,Michigan,higher,36,0.8,0.781012738624225,0.802439024390244,3.9466553498284234,0.6242934448919357,0.3625080449180423,7896,4922420.4617929775,3983.5438094240053,58,7896,education_binary,adjusted_stable
2024_05_education_binary_higher,5,Arkansas,higher,36,0.8,0.7831443392830623,0.8081831831831832,3.9860946860094053,0.67448975,0.43437788853874504,3210,1273916.8807018145,1995.8277397641612,16,3210,education_binary,adjusted_stable
2024_36_education_binary_higher,36,New York,higher,39,0.8666666666666667,0.7832986649264487,0.8205128205128205,3.7639338768765183,0.6781239096392877,0.02953682991239142,29310,9621094.602646858,11160.789816107823,248,29310,education_binary,adjusted_stable
2024_27_education_binary_higher,27,Minnesota,higher,37,0.8222222222222222,0.7839853271984767,0.8048780487804879,3.915403949498192,0.6942938750453381,0.3055589815678137,11320,3049769.3374483963,7480.149853497428,21,11320,education_binary,adjusted_stable
2024_19_education_binary_higher,19,Iowa,higher,32,0.7111111111111111,0.7861192699327448,0.8141447368421053,4.586960886963557,0.7445453328539937,1.5293293781219925,5390,1555985.9503549011,3337.8985359141643,28,5390,education_binary,adjusted_stable
2024_48_education_binary_higher,48,Texas,higher,35,0.7777777777777778,0.7868154793135258,0.810672514619883,4.187884911363961,0.7609401197254902,0.8020978692673146,8268,13937209.437036429,2629.8350880007556,92,8268,education_binary,adjusted_stable
2024_17_education_binary_higher,17,Illinois,higher,39,0.8666666666666667,0.7870173613943495,0.8205128205128205,3.8460820143802197,0.7656941689808542,0.17923442545584695,8264,6242711.3661557175,5195.347463432801,53,8264,education_binary,adjusted_stable
2024_45_education_binary_higher,45,South Carolina,higher,35,0.7777777777777778,0.7897127343351601,0.8081831831831832,4.270445529451206,0.8291665468655339,0.9525471233807786,6319,2611058.1626568246,2202.0190265889314,67,6319,education_binary,adjusted_stable
2024_31_education_binary_higher,31,Nebraska,higher,33,0.7333333333333333,0.7915556815829395,0.8242647058823529,4.576207847374637,0.872565455551398,1.509734239143067,7859,993022.9338147017,3976.8806006961954,84,7859,education_binary,adjusted_stable
2024_30_education_binary_higher,30,Montana,higher,32,0.7111111111111111,0.7952481470905888,0.8090277777777778,4.792663937174327,0.959518011347694,1.9041796540776634,4862,593710.7976748479,3000.783502257326,23,4862,education_binary,adjusted_stable
2024_20_education_binary_higher,20,Kansas,higher,34,0.7555555555555555,0.7995099914873773,0.8108108108108109,4.584933434459223,1.0598786679169176,1.5256347750037689,7590,1459808.064051657,4542.637582570952,39,7590,education_binary,adjusted_stable
2024_24_education_binary_higher,24,Maryland,higher,33,0.7333333333333333,0.8050263784834387,0.8220211161387632,4.833662054168983,1.1897821015645242,1.9788900458456187,10060,3162209.519608372,4953.051330082285,17,10060,education_binary,adjusted_stable
2024_06_education_binary_lower,6,California,lower,21,0.4666666666666667,0.5187914554456804,0.5156402737047898,2.3789086883915416,-5.2381146951273445,-3.515382263993807,2536,11454238.772285284,1471.1327463442656,28,2536,education_binary,phi_008
2024_15_education_binary_lower,15,Hawaii,lower,26,0.5777777777777777,0.5593171993766575,0.5571895424836601,2.014867199890047,-4.304956947752646,-4.037927245172464,1885,402229.0328515718,960.574840331935,16,1885,education_binary,phi_008
2024_46_education_binary_lower,46,South Dakota,lower,26,0.5777777777777777,0.5961356118230986,0.6060606060606061,2.614076750577041,-3.4571653099495108,-3.177822138266439,1742,275346.20757370605,295.6681344471387,40,1742,education_binary,phi_008
2024_42_education_binary_lower,42,Pennsylvania,lower,21,0.4666666666666667,0.66103536388602,0.6614583333333333,4.712073111709378,-1.9627644534628264,-0.166359149381627,1270,4440885.492662115,672.6166465977429,29,1270,education_binary,phi_008
2024_35_education_binary_higher,35,New Mexico,higher,20,0.4444444444444444,0.6759707951274667,0.6785714285714286,5.20417501501729,-2.2181740294000627,-1.2832778583780926,2247,985838.6983422602,927.6900535729361,23,2247,education_binary,phi_008
2024_51_education_binary_lower,51,Virginia,lower,28,0.6222222222222222,0.6762275658190589,0.6857142857142857,3.6142451835363354,-1.6129443253575495,-1.7421808405464534,1902,2395204.445103675,860.7017016981456,84,1902,education_binary,phi_008
2024_04_education_binary_lower,4,Arizona,lower,24,0.5333333333333333,0.6783972300091464,0.6933124346917451,4.3580736918220655,-1.5629849969950644,-0.67448975,2555,2192780.438675736,777.6595660941617,40,2555,education_binary,phi_008
2024_56_education_binary_lower,56,Wyoming,lower,33,0.7333333333333333,0.6881702217262596,0.6900793650793651,3.1658045431825284,-1.337949203663656,-2.3858723245528504,1347,165545.66860098706,773.609819802342,4,1347,education_binary,phi_008
2024_01_education_binary_lower,1,Alabama,lower,27,0.6,0.6929388535214417,0.6984848484848485,4.056026223976851,-1.2281452797275416,-1.1080485431197855,1747,1767123.4791202508,1029.0643566588815,32,1747,education_binary,phi_008
2024_12_education_binary_lower,12,Florida,lower,33,0.7333333333333333,0.6957848270474465,0.7066145092460883,3.315998540992505,-1.1626130528759413,-2.170283930818329,4379,7329115.894313465,1036.7520276736052,210,4379,education_binary,phi_008
2024_05_education_binary_lower,5,Arkansas,lower,33,0.7333333333333333,0.703105987565538,0.7042925278219396,3.4529426023588887,-0.9940338487812136,-1.973714489615937,2106,1126305.92440219,1269.5956544170654,17,2106,education_binary,phi_008
2024_16_education_binary_lower,16,Idaho,lower,30,0.6666666666666666,0.7082782566095428,0.7247474747474747,3.889020309113803,-0.8749356543559634,-1.3477687546760506,1637,566753.3904621894,846.2559953542789,28,1637,education_binary,phi_008
2024_37_education_binary_higher,37,North Carolina,higher,27,0.6,0.7114054229246427,0.71875,4.654752870273765,-1.5590090280161841,-2.059870918174729,2960,5459736.264063175,2078.2171271473208,14,2960,education_binary,phi_008
2024_02_education_binary_lower,2,Alaska,lower,30,0.6666666666666666,0.7140297514730317,0.7272727272727273,3.994418884486677,-0.7425000351606303,-1.1964796892149048,1665,213654.9352923655,751.919291347211,32,1665,education_binary,phi_008
2024_25_education_binary_lower,25,Massachusetts,lower,32,0.7111111111111111,0.716746424954422,0.7285012285012284,3.7889037430407813,-0.6799451093198009,-1.4914760264753308,2407,1877092.2262665478,1448.0774544741696,38,2407,education_binary,phi_008
2024_21_education_binary_lower,21,Kentucky,lower,39,0.8666666666666667,0.7169833436270341,0.7317073170731707,3.371069389660259,-0.67448975,-2.091235260571872,3069,1609298.8677892587,1412.4119306071798,59,3069,education_binary,phi_008
2024_31_education_binary_lower,31,Nebraska,lower,34,0.7555555555555555,0.7189872447898427,0.7398496240601504,3.6486384904151454,-0.6283473300549677,-1.6928127040474024,4788,529792.8821209782,2250.515294864432,84,4788,education_binary,phi_008
2024_04_education_binary_higher,4,Arizona,higher,26,0.5777777777777777,0.7195826907189471,0.7214439655172413,4.905924754047889,-1.4068931720856028,-1.704846382630959,5993,3760062.140502301,1895.3198772378423,41,5993,education_binary,phi_008
2024_09_education_binary_higher,9,Connecticut,higher,22,0.4888888888888889,0.7200607578561345,0.7241379310344828,5.494947030513928,-1.3980000315410064,-0.8722796280042877,5193,1863915.277963453,2734.0464334665076,40,5193,education_binary,phi_008
2024_36_education_binary_lower,36,New York,lower,25,0.5555555555555556,0.7214738584036384,0.7419354838709677,4.864798498899003,-0.5710898306641362,0.05286279947648571,14299,5750332.378887327,5674.972134479502,230,14299,education_binary,phi_008
2024_33_education_binary_higher,33,New Hampshire,higher,22,0.4888888888888889,0.7239851448689771,0.7241379310344828,5.5566830823021185,-1.3249974707251306,-0.7850174202162581,5169,761648.8632875538,2177.6596047464554,44,5169,education_binary,phi_008
2024_35_education_binary_lower,35,New Mexico,lower,24,0.5333333333333333,0.7245198044271557,0.7376344086021505,5.103027205188453,-0.50095297803112,0.3948161723094972,1136,680870.8672405959,542.8621097429867,22,1136,education_binary,phi_008
2024_34_education_binary_lower,34,New Jersey,lower,25,0.5555555555555556,0.7245351527184549,0.7303030303030302,4.908929303447343,-0.5005995637431742,0.11620813554527994,2562,2649371.9217330497,1375.1070022580977,26,2562,education_binary,phi_008
2024_56_education_binary_higher,56,Wyoming,higher,23,0.5111111111111111,0.7291615643495754,0.732051282051282,5.470772812306297,-1.2287042466612959,-0.9064492192114629,3238,295724.1174156895,1942.0937175362676,4,3238,education_binary,phi_008
2024_02_education_binary_higher,2,Alaska,higher,24,0.5333333333333333,0.7304077194535191,0.7413381123058542,5.335890281644523,-1.2055229158027538,-1.097101959007087,3800,346527.81918179826,1563.6091266389528,34,3800,education_binary,phi_008
2024_45_education_binary_lower,45,South Carolina,lower,31,0.6888888888888889,0.7316607356972817,0.75,4.1767457773950385,-0.33652378582337794,-0.9347677529865932,3099,1751959.5723651028,1047.7923822046807,64,3099,education_binary,phi_008
2024_50_education_binary_lower,50,Vermont,lower,29,0.6444444444444445,0.7340751661124713,0.7464285714285714,4.447794712453769,-0.28092839808000764,-0.5457042392322327,1484,182007.9534789658,899.8185068759475,43,1484,education_binary,phi_008
2024_24_education_binary_lower,24,Maryland,lower,26,0.5777777777777777,0.7369390379219429,0.7497556207233627,4.937984164631235,-0.21498404006777322,0.15791346960756175,4293,1695905.691828206,1943.0898228214621,17,4293,education_binary,phi_008
2024_15_education_binary_higher,15,Hawaii,higher,23,0.5111111111111111,0.7395983133133107,0.7370370370370369,5.634878926132636,-1.0345568808556898,-0.67448975,4732,731598.5682446372,2245.814417034935,16,4732,education_binary,phi_008
2024_09_education_binary_lower,9,Connecticut,lower,25,0.5555555555555556,0.7419038713632523,0.7459677419354839,5.184644371591268,-0.10066231908780425,0.5119694145329835,1958,1038049.0971058925,996.1355979004968,35,1958,education_binary,phi_008
2024_46_education_binary_higher,46,South Dakota,higher,26,0.5777777777777777,0.7437026926971974,0.7543010752688173,5.285689070078428,-0.9582060508781499,-1.168059988035587,4085,440365.4332388571,671.7238562297061,40,4085,education_binary,phi_008
2024_29_education_binary_higher,29,Missouri,higher,25,0.5555555555555556,0.7442334725814257,0.7459677419354839,5.413294170577337,-0.9483323328550756,-0.9876936952128538,4630,2921910.05116975,2499.145587114158,47,4630,education_binary,phi_008
2024_54_education_binary_lower,54,West Virginia,lower,32,0.7111111111111111,0.7448634893681332,0.7428571428571429,4.315492728390043,-0.03251328090535713,-0.7356104448602062,2340,725354.9641765121,1587.1597554965726,4,2340,education_binary,phi_008
2024_37_education_binary_lower,37,North Carolina,lower,32,0.7111111111111111,0.7462754959661959,0.7571662571662572,4.327020658834931,0.0,-0.7190632589277768,1342,3247399.289531606,924.8797638796066,13,1342,education_binary,phi_008
2024_33_education_binary_lower,33,New Hampshire,lower,28,0.6222222222222222,0.7474735725310657,0.7573529411764706,4.826138960957393,0.027587264785576347,-0.0026290830812667944,1774,399963.9394737753,752.1485143722185,44,1774,education_binary,phi_008
2024_26_education_binary_lower,26,Michigan,lower,26,0.5777777777777777,0.7476195360103205,0.7543103448275862,5.112956017545078,0.03094826296323705,0.40906798489101215,3461,3029650.82284724,1619.1061023899174,55,3461,education_binary,phi_008
2024_50_education_binary_higher,50,Vermont,higher,22,0.4888888888888889,0.7486186710398394,0.75,5.937672666045997,-0.8667576267666092,-0.24649914347584367,5004,353696.77835692256,3143.4605163852284,49,5004,education_binary,phi_008
2024_42_education_binary_higher,42,Pennsylvania,higher,28,0.6222222222222222,0.7514007039304222,0.7575757575757576,5.198289291894277,-0.8150054614929216,-1.291597165804899,2227,5935573.484570947,1183.4251633014092,31,2227,education_binary,phi_008
2024_49_education_binary_lower,49,Utah,lower,27,0.6,0.7532931283519816,0.7656862745098039,5.062851432249836,0.161590075685641,0.33714788675099205,3863,828720.3330767241,2191.5814266343473,51,3863,education_binary,phi_008
2024_10_education_binary_lower,10,Delaware,lower,29,0.6444444444444445,0.7550588003892188,0.7575757575757576,4.822825762395158,0.2022469614340439,-0.007384846737412165,1349,328777.7729671034,650.6073209753836,12,1349,education_binary,phi_008
2024_30_education_binary_lower,30,Montana,lower,34,0.7555555555555555,0.7563134265331736,0.7631578947368421,4.360854900493814,0.2311363535272346,-0.6704976043821607,1934,327175.7462438034,1235.6071405913256,23,1934,education_binary,phi_008
2024_48_education_binary_higher,48,Texas,higher,28,0.6222222222222222,0.7571564611755706,0.7741935483870968,5.294743775715199,-0.7079352319372487,-1.1552614111611503,8268,13937209.437036429,2629.8350880007556,92,8268,education_binary,phi_008
2024_40_education_binary_lower,40,Oklahoma,lower,27,0.6,0.7578404805942809,0.7616632860040567,5.12989946637683,0.2662987512912164,0.43338860336593876,2399,1377727.5273168432,1789.8035377723038,23,2399,education_binary,phi_008
