graph_id,condition,n_valid,n_cases,unweighted_prevalence,weighted_prevalence,weighted_population_denominator,kish_effective_n,ses_definition,ses_category
2023_33_education_binary_higher,ARTHRITIS,5064,1997,0.3943522906793049,0.2666436347893249,748825.6480980214,2185.769916312324,education_binary,higher
2023_33_education_binary_higher,DIABETES,5085,532,0.10462143559488692,0.07329114239391812,751741.0992704765,2196.9303209063664,education_binary,higher
2023_34_education_binary_lower,ISCHEMIC_HEART_DISEASE,2437,205,0.08411981945014362,0.06097687076200272,2672051.2986104153,1320.866551977512,education_binary,lower
2023_34_education_binary_lower,STROKE,2468,101,0.04092382495948136,0.032179985458088,2699607.600998725,1340.0674724570663,education_binary,lower
2023_34_education_binary_lower,CURRENT_ASTHMA,2449,226,0.09228256431196406,0.09391385160273351,2670015.7775891,1340.3595020526911,education_binary,lower
2023_34_education_binary_lower,SKIN_CANCER,2461,109,0.04429093864282812,0.027879289832175327,2696055.390822138,1337.2382447727741,education_binary,lower
2023_34_education_binary_lower,OTHER_CANCER,2461,207,0.08411214953271028,0.057677756802984724,2694897.2269921857,1336.6853597188021,education_binary,lower
2023_34_education_binary_lower,COPD,2457,196,0.07977207977207977,0.05878234852839559,2685417.4083225178,1334.2061570432577,education_binary,lower
2023_34_education_binary_lower,DEPRESSIVE_DISORDER,2465,340,0.13793103448275862,0.13254047878588412,2695197.1276020007,1337.4425286575922,education_binary,lower
2023_34_education_binary_lower,KIDNEY_DISEASE,2461,128,0.05201137748882568,0.04638372655122279,2690244.6913226624,1334.3157085385997,education_binary,lower
2023_34_education_binary_lower,ARTHRITIS,2460,733,0.29796747967479675,0.23342665266023382,2690247.2320861565,1333.4317032557346,education_binary,lower
2023_34_education_binary_lower,DIABETES,2465,380,0.15415821501014199,0.13204107439488993,2690785.7233464145,1338.209529985381,education_binary,lower
2023_34_education_binary_higher,ISCHEMIC_HEART_DISEASE,6737,417,0.061896986789372124,0.043321549437590465,4608528.378938507,3072.3283849202985,education_binary,higher
2023_34_education_binary_higher,STROKE,6765,181,0.026755358462675537,0.019497519762112236,4626893.068823709,3082.072895833495,education_binary,higher
2023_34_education_binary_higher,CURRENT_ASTHMA,6741,537,0.0796617712505563,0.08141188349506766,4604043.447025714,3073.4469408109476,education_binary,higher
2023_34_education_binary_higher,SKIN_CANCER,6753,575,0.0851473419221087,0.050783302598404786,4621931.146229828,3077.2206565629976,education_binary,higher
2023_34_education_binary_higher,OTHER_CANCER,6751,744,0.11020589542290031,0.07625346839904515,4620157.871438695,3076.4705692044977,education_binary,higher
2023_34_education_binary_higher,COPD,6752,287,0.04250592417061611,0.03549175553320412,4620140.338115783,3075.8391266151366,education_binary,higher
2023_34_education_binary_higher,DEPRESSIVE_DISORDER,6750,943,0.1397037037037037,0.14256956601525603,4602896.727663456,3095.5812632590173,education_binary,higher
2023_34_education_binary_higher,KIDNEY_DISEASE,6759,245,0.03624796567539577,0.028883097840277986,4624558.833650246,3079.84490039998,education_binary,higher
2023_34_education_binary_higher,ARTHRITIS,6748,1823,0.27015411973918196,0.21321277164615832,4615426.6393832825,3078.3530090952527,education_binary,higher
2023_34_education_binary_higher,DIABETES,6768,716,0.1057919621749409,0.0889965567644335,4629822.065243963,3084.3741313009536,education_binary,higher
2023_35_education_binary_lower,ISCHEMIC_HEART_DISEASE,1114,101,0.09066427289048475,0.06062911656228643,678883.6966304348,497.1504052332741,education_binary,lower
2023_35_education_binary_lower,STROKE,1126,54,0.047957371225577264,0.0322463716943192,683908.2267393167,502.7369378970478,education_binary,lower
