graph_id,source_condition,target_condition,association,standard_error,p_value,n_complete,source_cases,target_cases,cooccurring_cases,weighted_n,kish_effective_n,weighted_source_prevalence,weighted_target_prevalence,weighted_joint_prevalence,estimator,inference_scope,pair_eligible,exclusion_reason,q_value,edge_present,ses_definition,ses_category
2023_01_education_binary_higher,KIDNEY_DISEASE,DIABETES,0.16706495389697149,,,2761,149,505,67,2232150.360239366,1582.575602580466,0.04181806731244152,0.14695935221852321,0.017986185805360263,weighted_phi,descriptive,True,,,True,education_binary,higher
2023_01_education_binary_higher,ARTHRITIS,DIABETES,0.23142477151105495,,,2756,1045,506,293,2227384.417868912,1579.3470168939275,0.298351772089295,0.14734539015737533,0.08149163584012746,weighted_phi,descriptive,True,,,True,education_binary,higher
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,STROKE,0.21852672195799774,,,1611,130,60,26,204479.24562100583,884.2191922562484,0.05299153037538837,0.03240264369450513,0.010385132942564169,weighted_phi,descriptive,True,,,True,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,CURRENT_ASTHMA,0.034817351285270956,,,1599,130,172,21,201582.31644150417,884.2590350854592,0.05363334910615049,0.12794370052961515,0.009482189881020932,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,SKIN_CANCER,0.03046206185866618,,,1610,131,39,6,204749.63621367954,881.601138884374,0.05297836975317594,0.015365339071593882,0.001653291869585898,weighted_phi,descriptive,False,cooccurring_cases,,False,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,OTHER_CANCER,0.02081726157765218,,,1610,131,118,16,204257.49886941767,879.6480036631191,0.053106015662569554,0.05671046191504277,0.004091359562329603,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,COPD,0.12603284687437105,,,1607,127,151,32,204166.56669389977,879.9460820296979,0.05237402050027614,0.07529869480711544,0.011352610893744917,weighted_phi,descriptive,True,,,True,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,DEPRESSIVE_DISORDER,-0.00044728239618209464,,,1602,129,270,25,203154.08123894437,879.7928928995611,0.05307862457378221,0.1817040950146774,0.009605936828832743,weighted_phi,descriptive,True,,,False,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,KIDNEY_DISEASE,0.08987532904220985,,,1606,126,41,9,204689.35446353327,879.452413103782,0.05212419332375495,0.020054291830604185,0.0038458459102102354,weighted_phi,descriptive,False,cooccurring_cases,,False,education_binary,lower
2023_02_education_binary_lower,ISCHEMIC_HEART_DISEASE,ARTHRITIS,0.11310487202002292,,,1608,130,412,56,204617.10317425494,879.289642165274,0.05286337803893313,0.21086467133398404,0.021470893851166243,weighted_phi,descriptive,True,,,False,education_binary,lower
