graph_id,state_code,ses_definition,ses_category,disease_a,disease_b,point_phi,p_phi_gt_zero,p_phi_ge_012,bootstrap_selection_mask,bootstrap_phi_median,bootstrap_phi_025,bootstrap_phi_975,bootstrap_replicates_requested,bootstrap_replicates_valid,bootstrap_status,bootstrap_message,pair_eligible,exclusion_reason,selection_stability_standard_error,selection_stability_wilson_low,selection_stability_wilson_high
2023_30_education_binary_lower,30,education_binary,lower,CURRENT_ASTHMA,OTHER_CANCER,0.0009329202536686,0.48,0.0,b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-0.0015620259020083,-0.0460331846898055,0.0523324500717032,500,500,ok,,True,,0.0,4.336808689942018e-19,0.007624340461552241
2023_30_education_binary_lower,30,education_binary,lower,CURRENT_ASTHMA,SKIN_CANCER,0.0008654024992635,0.53,0.0,b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.001864766763262,-0.0391153202769597,0.046571870061465,500,500,ok,,True,,0.0,4.336808689942018e-19,0.007624340461552241
2023_30_education_binary_lower,30,education_binary,lower,DEPRESSIVE_DISORDER,ARTHRITIS,0.087004543821283,0.996,0.12,b00000000000000000000000000001000001000010000110000000001010000000000000000000000100100100000000000000000010000000100001000000000000000001000010000001000000000000000010000100000000000000000000010000000001010100000000000000010010000000010000001010001000100001000000000010100000000010000000110100000000000000000000011100000010000000000000000000000000000010001000000000000000100010000100000000000101001000010000000000000000001000000000110000000000000000010000000000000000100000100110010000000100000000010,0.0880378476621715,0.0288837737930371,0.140836473227098,500,500,ok,,True,,0.014532721699667961,0.09437490012636912,0.1514195986244106
2023_30_education_binary_lower,30,education_binary,lower,DEPRESSIVE_DISORDER,DIABETES,0.0330092600145575,0.902,0.004,b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0319018298821897,-0.0119755914269363,0.0846921295703764,500,500,ok,,True,,0.002822764602300376,0.0010976305226827934,0.014465715215177033
2023_30_education_binary_lower,30,education_binary,lower,DEPRESSIVE_DISORDER,KIDNEY_DISEASE,-0.0171357469646442,0.208,0.0,b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-0.0163812683897279,-0.0540991477470121,0.0266563048430362,500,500,ok,,True,,0.0,4.336808689942018e-19,0.007624340461552241
2023_30_education_binary_lower,30,education_binary,lower,ISCHEMIC_HEART_DISEASE,ARTHRITIS,0.213812897385226,1.0,1.0,b11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.212928835598983,0.161871880460377,0.260091737800211,500,500,ok,,True,,0.0,0.9923756595384479,1.0
2023_30_education_binary_lower,30,education_binary,lower,ISCHEMIC_HEART_DISEASE,COPD,0.174381500464339,1.0,0.926,b11111111111111110111111111011110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111110101110111111111111101111111111111101110111111111111111111111111111111111101111111101111111110101111101111101111111111111001111111111100111101111111110010111111111111111111111111011111111111111111111101111111101111110111111111111111111111111110111110111111110111111111111111111101111111111111011111111101111110011111111111111111111111111111111111111110111111111111,0.171753229132099,0.105974636039654,0.249944447813594,500,500,ok,,True,,0.011706750189527404,0.8996652466777695,0.945838815248988
2023_30_education_binary_lower,30,education_binary,lower,ISCHEMIC_HEART_DISEASE,CURRENT_ASTHMA,0.05542466173081,0.97,0.016,b00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000,0.0529363481436165,-0.0023301688973586,0.11404718057798,500,500,ok,,True,,0.005611416933360059,0.008129253033388314,0.03125110853339426
2023_30_education_binary_lower,30,education_binary,lower,ISCHEMIC_HEART_DISEASE,DEPRESSIVE_DISORDER,0.015602630833791,0.744,0.0,b00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0144413309782879,-0.0328058511876441,0.0649276678271029,500,500,ok,,True,,0.0,4.336808689942018e-19,0.007624340461552241
2023_30_education_binary_lower,30,education_binary,lower,ISCHEMIC_HEART_DISEASE,DIABETES,0.177596911496043,1.0,0.956,b11111111111110111111111111011111111111111111111111011110111110111011111111111101111111111111111111111111111111111111111111111011111111111110111111111111111111111111111111111011111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001011111111111111111111111111111111011111111111111111111111110111111111111111111111111111011111101111111111111111111111111011101111111111111111111111110111111111111111111111111111111111111111111,0.177335880720579,0.115157658681426,0.24475465583353,500,500,ok,,True,,0.009172131704244116,0.9342805571276716,0.9707660443713928
2023_30_education_binary_lower,30,education_binary,lower,ISCHEMIC_HEART_DISEASE,KIDNEY_DISEASE,0.148852051146597,1.0,0.8,b11111111111111011100110111111011011011111110011111011100111011111111111111111101111011011111111100000111111110011111110110101110101101111111011011110111011101110111100111101111101101110110111101111111101110111011110011111011101111111111110101111111100111011111111111101111111110111111111010111111111111111110101010111101101101001001111100111111111101111011110111101111111111111101111011011011110111111111110111111011111110110111011110011001111101111111111111011011110010111011111111101111111111101011,0.150169446531194,0.0841934274094477,0.235814829731738,500,500,ok,,True,,0.017888543819998316,0.7627108946948261,0.8327145010282427
