graph_id,year,geography_code,geography,ses_category,n_unweighted,weighted_population_estimate,kish_effective_n,node_count,edge_count,density,component_count,isolate_count,mean_degree,maximum_degree,transitivity,population_graph_id,ses_definition,rule_id
2024_17_education_binary_higher__phi_010,2024,17,Illinois,higher,8264,6242711.3661557175,5195.347463432801,10,21,0.4666666666666667,1,0,4.2,9,0.5730337078651685,2024_17_education_binary_higher,education_binary,phi_010
2024_17_education_binary_higher__phi_012,2024,17,Illinois,higher,8264,6242711.3661557175,5195.347463432801,10,17,0.37777777777777777,1,0,3.4,7,0.5263157894736842,2024_17_education_binary_higher,education_binary,phi_012
2024_17_education_binary_higher__phi_012_stable,2024,17,Illinois,higher,8264,6242711.3661557175,5195.347463432801,10,12,0.26666666666666666,2,1,2.4,6,0.4,2024_17_education_binary_higher,education_binary,phi_012_stable
2024_17_education_binary_higher__phi_014,2024,17,Illinois,higher,8264,6242711.3661557175,5195.347463432801,10,13,0.28888888888888886,2,1,2.6,6,0.4166666666666667,2024_17_education_binary_higher,education_binary,phi_014
2024_17_education_binary_lower__phi_010,2024,17,Illinois,lower,3682,3609283.8245509714,2347.6554468819745,10,26,0.5777777777777777,1,0,5.2,8,0.6666666666666666,2024_17_education_binary_lower,education_binary,phi_010
2024_17_education_binary_lower__phi_012,2024,17,Illinois,lower,3682,3609283.8245509714,2347.6554468819745,10,19,0.4222222222222222,1,0,3.8,7,0.5217391304347826,2024_17_education_binary_lower,education_binary,phi_012
2024_17_education_binary_lower__phi_012_stable,2024,17,Illinois,lower,3682,3609283.8245509714,2347.6554468819745,10,10,0.2222222222222222,1,0,2.0,4,0.2,2024_17_education_binary_lower,education_binary,phi_012_stable
2024_17_education_binary_lower__phi_014,2024,17,Illinois,lower,3682,3609283.8245509714,2347.6554468819745,10,13,0.28888888888888886,1,0,2.6,5,0.3870967741935484,2024_17_education_binary_lower,education_binary,phi_014
2024_18_education_binary_higher__phi_010,2024,18,Indiana,higher,8277,2982722.3676970475,5475.507755602477,10,25,0.5555555555555556,1,0,5.0,8,0.6942148760330579,2024_18_education_binary_higher,education_binary,phi_010
2024_18_education_binary_higher__phi_012,2024,18,Indiana,higher,8277,2982722.3676970475,5475.507755602477,10,18,0.4,1,0,3.6,7,0.6,2024_18_education_binary_higher,education_binary,phi_012
2024_18_education_binary_higher__phi_012_stable,2024,18,Indiana,higher,8277,2982722.3676970475,5475.507755602477,10,13,0.28888888888888886,2,1,2.6,5,0.5833333333333334,2024_18_education_binary_higher,education_binary,phi_012_stable
2024_18_education_binary_higher__phi_014,2024,18,Indiana,higher,8277,2982722.3676970475,5475.507755602477,10,13,0.28888888888888886,2,1,2.6,5,0.5833333333333334,2024_18_education_binary_higher,education_binary,phi_014
2024_18_education_binary_lower__phi_010,2024,18,Indiana,lower,4718,2367072.6220627753,2996.2250832617055,10,29,0.6444444444444445,1,0,5.8,9,0.7358490566037735,2024_18_education_binary_lower,education_binary,phi_010
2024_18_education_binary_lower__phi_012,2024,18,Indiana,lower,4718,2367072.6220627753,2996.2250832617055,10,26,0.5777777777777777,1,0,5.2,9,0.6796875,2024_18_education_binary_lower,education_binary,phi_012
2024_18_education_binary_lower__phi_012_stable,2024,18,Indiana,lower,4718,2367072.6220627753,2996.2250832617055,10,14,0.3111111111111111,1,0,2.8,6,0.4864864864864865,2024_18_education_binary_lower,education_binary,phi_012_stable
2024_18_education_binary_lower__phi_014,2024,18,Indiana,lower,4718,2367072.6220627753,2996.2250832617055,10,17,0.37777777777777777,1,0,3.4,7,0.5263157894736842,2024_18_education_binary_lower,education_binary,phi_014
2024_19_education_binary_higher__phi_010,2024,19,Iowa,higher,5390,1555985.9503549011,3337.8985359141643,10,17,0.37777777777777777,1,0,3.4,7,0.5263157894736842,2024_19_education_binary_higher,education_binary,phi_010
2024_19_education_binary_higher__phi_012,2024,19,Iowa,higher,5390,1555985.9503549011,3337.8985359141643,10,15,0.3333333333333333,1,0,3.0,6,0.5581395348837209,2024_19_education_binary_higher,education_binary,phi_012
2024_19_education_binary_higher__phi_012_stable,2024,19,Iowa,higher,5390,1555985.9503549011,3337.8985359141643,10,10,0.2222222222222222,2,1,2.0,4,0.3157894736842105,2024_19_education_binary_higher,education_binary,phi_012_stable
2024_19_education_binary_higher__phi_014,2024,19,Iowa,higher,5390,1555985.9503549011,3337.8985359141643,10,11,0.24444444444444444,2,1,2.2,5,0.375,2024_19_education_binary_higher,education_binary,phi_014
