support_fraction,bootstrap_replicates,median_discovered_motif_count,median_baseline_retention,q025_baseline_retention,q975_baseline_retention,median_discovery_set_jaccard,median_novel_motif_count
0.1,500,1020.0,0.9289617486338798,0.8478597449908926,0.9813524590163935,0.9289617486338798,0.0
0.2,500,515.0,0.9501845018450185,0.884640221402214,0.996309963099631,0.9501845018450185,0.0
0.3,500,317.5,0.9283625730994152,0.8538011695906432,0.97953216374269,0.9283625730994152,0.0
