null_replicate,graph_index,target_swaps,accepted_swaps,changed
47,66,130,130,True
47,67,140,140,True
47,68,110,110,True
47,69,130,130,True
47,70,130,130,True
47,71,80,80,True
47,72,100,100,True
47,73,90,90,True
47,74,140,140,True
47,75,190,190,True
47,76,50,50,True
47,77,60,60,True
47,78,130,130,True
47,79,130,130,True
47,80,110,110,True
47,81,110,110,True
47,82,100,100,True
47,83,120,120,True
47,84,140,140,True
47,85,120,120,True
47,86,110,110,True
47,87,120,120,True
47,88,130,130,True
47,89,140,140,True
47,90,120,120,True
47,91,110,110,True
47,92,80,80,True
47,93,160,160,True
48,0,110,110,True
48,1,130,130,True
48,2,70,70,True
48,3,70,70,True
48,4,90,90,True
48,5,90,90,True
48,6,170,170,True
48,7,150,150,True
48,8,150,150,True
48,9,70,70,True
48,10,120,120,True
48,11,100,100,True
48,12,70,70,True
48,13,80,80,True
48,14,100,100,True
48,15,100,100,True
48,16,100,100,True
48,17,120,120,True
48,18,130,130,True
48,19,170,170,True
48,20,50,50,True
48,21,70,70,True
48,22,120,120,True
48,23,80,80,True
48,24,120,120,True
48,25,100,100,True
48,26,130,130,True
48,27,140,140,True
48,28,100,100,True
48,29,120,120,True
48,30,120,120,True
48,31,130,130,True
48,32,130,130,True
48,33,210,210,True
48,34,100,100,True
48,35,130,130,True
48,36,120,120,True
48,37,170,170,True
48,38,80,80,True
48,39,120,120,True
48,40,80,80,True
48,41,100,100,True
48,42,130,130,True
48,43,170,170,True
48,44,90,90,True
48,45,110,110,True
48,46,130,130,True
48,47,110,110,True
48,48,40,40,True
48,49,130,130,True
48,50,110,110,True
48,51,150,150,True
48,52,80,80,True
48,53,70,70,True
48,54,70,70,True
48,55,90,90,True
48,56,20,20,True
48,57,90,90,True
48,58,130,130,True
48,59,150,150,True
48,60,90,90,True
48,61,110,110,True
48,62,100,100,True
48,63,150,150,True
48,64,100,100,True
48,65,160,160,True
48,66,130,130,True
48,67,140,140,True
48,68,110,110,True
48,69,130,130,True
48,70,130,130,True
48,71,80,80,True
48,72,100,100,True
48,73,90,90,True
48,74,140,140,True
48,75,190,190,True
48,76,50,50,True
48,77,60,60,True
48,78,130,130,True
48,79,130,130,True
48,80,110,110,True
48,81,110,110,True
48,82,100,100,True
48,83,120,120,True
48,84,140,140,True
48,85,120,120,True
48,86,110,110,True
48,87,120,120,True
48,88,130,130,True
48,89,140,140,True
48,90,120,120,True
48,91,110,110,True
48,92,80,80,True
48,93,160,160,True
49,0,110,110,True
49,1,130,130,True
49,2,70,70,True
49,3,70,70,True
49,4,90,90,True
49,5,90,90,True
49,6,170,170,True
49,7,150,150,True
49,8,150,150,True
49,9,70,70,True
49,10,120,120,True
49,11,100,100,True
49,12,70,70,True
49,13,80,80,True
49,14,100,100,True
49,15,100,100,True
49,16,100,100,True
49,17,120,120,True
49,18,130,130,True
49,19,170,170,True
49,20,50,50,True
49,21,70,70,True
49,22,120,120,True
49,23,80,80,True
49,24,120,120,True
49,25,100,100,True
49,26,130,130,True
49,27,140,140,True
49,28,100,100,True
49,29,120,120,True
49,30,120,120,True
49,31,130,130,True
49,32,130,130,True
49,33,210,210,True
49,34,100,100,True
49,35,130,130,True
49,36,120,120,True
49,37,170,170,True
49,38,80,80,True
49,39,120,120,True
49,40,80,80,True
49,41,100,100,True
49,42,130,130,True
49,43,170,170,True
49,44,90,90,True
49,45,110,110,True
49,46,130,130,True
49,47,110,110,True
49,48,40,40,True
49,49,130,130,True
49,50,110,110,True
49,51,150,150,True
49,52,80,80,True
49,53,70,70,True
49,54,70,70,True
49,55,90,90,True
49,56,20,20,True
49,57,90,90,True
49,58,130,130,True
49,59,150,150,True
49,60,90,90,True
49,61,110,110,True
49,62,100,100,True
49,63,150,150,True
49,64,100,100,True
49,65,160,160,True
49,66,130,130,True
49,67,140,140,True
49,68,110,110,True
49,69,130,130,True
49,70,130,130,True
49,71,80,80,True
49,72,100,100,True
49,73,90,90,True
49,74,140,140,True
49,75,190,190,True
49,76,50,50,True
49,77,60,60,True
49,78,130,130,True
49,79,130,130,True
49,80,110,110,True
49,81,110,110,True
49,82,100,100,True
49,83,120,120,True
49,84,140,140,True
49,85,120,120,True
49,86,110,110,True
49,87,120,120,True
49,88,130,130,True
49,89,140,140,True
49,90,120,120,True
49,91,110,110,True
49,92,80,80,True
49,93,160,160,True
50,0,110,110,True
50,1,130,130,True
50,2,70,70,True
50,3,70,70,True
50,4,90,90,True
50,5,90,90,True
50,6,170,170,True
50,7,150,150,True
50,8,150,150,True
50,9,70,70,True
50,10,120,120,True
50,11,100,100,True
50,12,70,70,True
50,13,80,80,True
50,14,100,100,True
50,15,100,100,True
50,16,100,100,True
50,17,120,120,True
50,18,130,130,True
50,19,170,170,True
50,20,50,50,True
50,21,70,70,True
50,22,120,120,True
50,23,80,80,True
50,24,120,120,True
50,25,100,100,True
50,26,130,130,True
50,27,140,140,True
50,28,100,100,True
50,29,120,120,True
50,30,120,120,True
50,31,130,130,True
50,32,130,130,True
50,33,210,210,True
50,34,100,100,True
50,35,130,130,True
50,36,120,120,True
50,37,170,170,True
50,38,80,80,True
50,39,120,120,True
50,40,80,80,True
50,41,100,100,True
50,42,130,130,True
50,43,170,170,True
50,44,90,90,True
50,45,110,110,True
50,46,130,130,True
50,47,110,110,True
50,48,40,40,True
50,49,130,130,True
50,50,110,110,True
50,51,150,150,True
50,52,80,80,True
50,53,70,70,True
50,54,70,70,True
50,55,90,90,True
50,56,20,20,True
50,57,90,90,True
50,58,130,130,True
50,59,150,150,True
50,60,90,90,True
50,61,110,110,True
50,62,100,100,True
50,63,150,150,True
50,64,100,100,True
50,65,160,160,True
50,66,130,130,True
50,67,140,140,True
50,68,110,110,True
50,69,130,130,True
50,70,130,130,True
50,71,80,80,True
50,72,100,100,True
50,73,90,90,True
50,74,140,140,True
50,75,190,190,True
50,76,50,50,True
50,77,60,60,True
50,78,130,130,True
50,79,130,130,True
50,80,110,110,True
50,81,110,110,True
50,82,100,100,True
50,83,120,120,True
50,84,140,140,True
50,85,120,120,True
50,86,110,110,True
50,87,120,120,True
50,88,130,130,True
50,89,140,140,True
50,90,120,120,True
50,91,110,110,True
50,92,80,80,True
50,93,160,160,True
51,0,110,110,True
51,1,130,130,True
51,2,70,70,True
51,3,70,70,True
51,4,90,90,True
51,5,90,90,True
51,6,170,170,True
51,7,150,150,True
51,8,150,150,True
51,9,70,70,True
51,10,120,120,True
51,11,100,100,True
51,12,70,70,True
51,13,80,80,True
51,14,100,100,True
51,15,100,100,True
51,16,100,100,True
51,17,120,120,True
51,18,130,130,True
51,19,170,170,True
51,20,50,50,True
51,21,70,70,True
51,22,120,120,True
51,23,80,80,True
51,24,120,120,True
51,25,100,100,True
51,26,130,130,True
51,27,140,140,True
51,28,100,100,True
51,29,120,120,True
51,30,120,120,True
51,31,130,130,True
51,32,130,130,True
51,33,210,210,True
51,34,100,100,True
51,35,130,130,True
51,36,120,120,True
51,37,170,170,True
51,38,80,80,True
51,39,120,120,True
51,40,80,80,True
51,41,100,100,True
51,42,130,130,True
51,43,170,170,True
51,44,90,90,True
51,45,110,110,True
51,46,130,130,True
51,47,110,110,True
51,48,40,40,True
51,49,130,130,True
51,50,110,110,True
51,51,150,150,True
51,52,80,80,True
51,53,70,70,True
51,54,70,70,True
51,55,90,90,True
51,56,20,20,True
51,57,90,90,True
51,58,130,130,True
51,59,150,150,True
51,60,90,90,True
51,61,110,110,True
51,62,100,100,True
51,63,150,150,True
51,64,100,100,True
51,65,160,160,True
51,66,130,130,True
51,67,140,140,True
51,68,110,110,True
51,69,130,130,True
51,70,130,130,True
51,71,80,80,True
51,72,100,100,True
51,73,90,90,True
51,74,140,140,True
51,75,190,190,True
51,76,50,50,True
51,77,60,60,True
51,78,130,130,True
51,79,130,130,True
51,80,110,110,True
51,81,110,110,True
51,82,100,100,True
51,83,120,120,True
51,84,140,140,True
51,85,120,120,True
51,86,110,110,True
51,87,120,120,True
51,88,130,130,True
51,89,140,140,True
51,90,120,120,True
51,91,110,110,True
51,92,80,80,True
51,93,160,160,True
52,0,110,110,True
52,1,130,130,True
52,2,70,70,True
52,3,70,70,True
52,4,90,90,True
52,5,90,90,True
52,6,170,170,True
52,7,150,150,True
52,8,150,150,True
52,9,70,70,True
52,10,120,120,True
52,11,100,100,True
52,12,70,70,True
52,13,80,80,True
52,14,100,100,True
52,15,100,100,True
52,16,100,100,True
52,17,120,120,True
52,18,130,130,True
52,19,170,170,True
52,20,50,50,True
52,21,70,70,True
52,22,120,120,True
52,23,80,80,True
52,24,120,120,True
52,25,100,100,True
52,26,130,130,True
52,27,140,140,True
52,28,100,100,True
52,29,120,120,True
52,30,120,120,True
52,31,130,130,True
52,32,130,130,True
52,33,210,210,True
52,34,100,100,True
52,35,130,130,True
52,36,120,120,True
52,37,170,170,True
52,38,80,80,True
52,39,120,120,True
52,40,80,80,True
52,41,100,100,True
52,42,130,130,True
52,43,170,170,True
52,44,90,90,True
52,45,110,110,True
52,46,130,130,True
52,47,110,110,True
52,48,40,40,True
52,49,130,130,True
52,50,110,110,True
52,51,150,150,True
52,52,80,80,True
52,53,70,70,True
52,54,70,70,True
52,55,90,90,True
52,56,20,20,True
52,57,90,90,True
52,58,130,130,True
52,59,150,150,True
52,60,90,90,True
52,61,110,110,True
52,62,100,100,True
52,63,150,150,True
52,64,100,100,True
52,65,160,160,True
52,66,130,130,True
52,67,140,140,True
52,68,110,110,True
52,69,130,130,True
52,70,130,130,True
52,71,80,80,True
52,72,100,100,True
52,73,90,90,True
52,74,140,140,True
52,75,190,190,True
52,76,50,50,True
52,77,60,60,True
52,78,130,130,True
52,79,130,130,True
52,80,110,110,True
52,81,110,110,True
52,82,100,100,True
52,83,120,120,True
52,84,140,140,True
52,85,120,120,False
52,86,110,110,True
52,87,120,120,True
52,88,130,130,True
52,89,140,140,True
52,90,120,120,True
52,91,110,110,True
52,92,80,80,True
52,93,160,160,True
53,0,110,110,True
53,1,130,130,True
53,2,70,70,True
53,3,70,70,True
53,4,90,90,True
53,5,90,90,True
53,6,170,170,True
53,7,150,150,True
53,8,150,150,True
53,9,70,70,True
53,10,120,120,True
53,11,100,100,True
53,12,70,70,True
53,13,80,80,True
53,14,100,100,True
53,15,100,100,True
53,16,100,100,True
53,17,120,120,True
53,18,130,130,True
53,19,170,170,True
53,20,50,50,True
53,21,70,70,True
53,22,120,120,True
53,23,80,80,True
53,24,120,120,True
53,25,100,100,True
53,26,130,130,True
53,27,140,140,True
53,28,100,100,True
53,29,120,120,True
53,30,120,120,True
53,31,130,130,True
53,32,130,130,True
53,33,210,210,True
53,34,100,100,True
53,35,130,130,True
53,36,120,120,True
53,37,170,170,True
53,38,80,80,True
53,39,120,120,True
53,40,80,80,True
53,41,100,100,True
53,42,130,130,True
53,43,170,170,True
53,44,90,90,True
53,45,110,110,True
53,46,130,130,True
53,47,110,110,True
53,48,40,40,True
53,49,130,130,True
53,50,110,110,True
53,51,150,150,True
53,52,80,80,True
53,53,70,70,True
53,54,70,70,True
53,55,90,90,True
53,56,20,20,True
53,57,90,90,True
53,58,130,130,True
53,59,150,150,True
53,60,90,90,True
53,61,110,110,True
53,62,100,100,True
53,63,150,150,True
53,64,100,100,True
53,65,160,160,True
53,66,130,130,True
53,67,140,140,True
53,68,110,110,True
53,69,130,130,True
53,70,130,130,True
53,71,80,80,True
53,72,100,100,True
53,73,90,90,True
53,74,140,140,True
53,75,190,190,True
53,76,50,50,True
53,77,60,60,True
53,78,130,130,True
53,79,130,130,True
53,80,110,110,True
53,81,110,110,True
53,82,100,100,True
53,83,120,120,True
53,84,140,140,True
53,85,120,120,True
53,86,110,110,True
53,87,120,120,True
53,88,130,130,True
53,89,140,140,True
53,90,120,120,True
53,91,110,110,True
53,92,80,80,True
53,93,160,160,True
54,0,110,110,True
54,1,130,130,True
54,2,70,70,True
54,3,70,70,True
54,4,90,90,True
54,5,90,90,True
54,6,170,170,True
54,7,150,150,True
54,8,150,150,True
54,9,70,70,True
54,10,120,120,True
54,11,100,100,True
54,12,70,70,True
54,13,80,80,True
54,14,100,100,True
54,15,100,100,True
54,16,100,100,True
54,17,120,120,True
54,18,130,130,True
54,19,170,170,True
54,20,50,50,True
54,21,70,70,True
54,22,120,120,True
54,23,80,80,True
54,24,120,120,True
54,25,100,100,True
54,26,130,130,True
54,27,140,140,True
54,28,100,100,True
54,29,120,120,True
54,30,120,120,True
54,31,130,130,True
54,32,130,130,True
54,33,210,210,True
54,34,100,100,True
54,35,130,130,True
54,36,120,120,True
54,37,170,170,True
54,38,80,80,True
54,39,120,120,True
54,40,80,80,True
54,41,100,100,True
54,42,130,130,True
54,43,170,170,True
54,44,90,90,True
54,45,110,110,True
54,46,130,130,True
54,47,110,110,True
54,48,40,40,True
54,49,130,130,True
54,50,110,110,True
54,51,150,150,True
54,52,80,80,True
54,53,70,70,True
54,54,70,70,True
54,55,90,90,True
54,56,20,20,False
54,57,90,90,True
54,58,130,130,True
54,59,150,150,True
54,60,90,90,True
54,61,110,110,True
54,62,100,100,True
54,63,150,150,True
54,64,100,100,True
54,65,160,160,True
54,66,130,130,True
54,67,140,140,True
54,68,110,110,True
54,69,130,130,True
54,70,130,130,True
54,71,80,80,True
54,72,100,100,True
54,73,90,90,True
54,74,140,140,True
54,75,190,190,True
54,76,50,50,True
54,77,60,60,True
54,78,130,130,True
54,79,130,130,True
54,80,110,110,True
54,81,110,110,True
54,82,100,100,True
54,83,120,120,True
54,84,140,140,True
54,85,120,120,True
54,86,110,110,True
54,87,120,120,True
54,88,130,130,True
54,89,140,140,True
54,90,120,120,True
54,91,110,110,True
54,92,80,80,True
54,93,160,160,True
55,0,110,110,True
55,1,130,130,True
55,2,70,70,True
55,3,70,70,True
55,4,90,90,True
55,5,90,90,True
55,6,170,170,True
55,7,150,150,True
55,8,150,150,True
55,9,70,70,True
55,10,120,120,True
55,11,100,100,True
55,12,70,70,True
55,13,80,80,True
55,14,100,100,True
55,15,100,100,True
55,16,100,100,True
55,17,120,120,True
55,18,130,130,True
55,19,170,170,True
55,20,50,50,True
55,21,70,70,True
55,22,120,120,True
55,23,80,80,True
55,24,120,120,True
55,25,100,100,True
55,26,130,130,True
55,27,140,140,True
55,28,100,100,True
55,29,120,120,True
55,30,120,120,True
55,31,130,130,True
55,32,130,130,True
55,33,210,210,True
55,34,100,100,True
55,35,130,130,True
55,36,120,120,True
55,37,170,170,True
55,38,80,80,True
55,39,120,120,True
55,40,80,80,True
55,41,100,100,True
55,42,130,130,True
55,43,170,170,True
55,44,90,90,True
55,45,110,110,True
55,46,130,130,True
55,47,110,110,True
55,48,40,40,True
55,49,130,130,True
55,50,110,110,True
55,51,150,150,True
55,52,80,80,True
55,53,70,70,True
55,54,70,70,True
55,55,90,90,True
55,56,20,20,True
55,57,90,90,True
55,58,130,130,True
55,59,150,150,True
55,60,90,90,True
55,61,110,110,True
55,62,100,100,True
55,63,150,150,True
55,64,100,100,True
55,65,160,160,True
55,66,130,130,True
55,67,140,140,True
55,68,110,110,True
55,69,130,130,True
55,70,130,130,True
55,71,80,80,True
55,72,100,100,True
55,73,90,90,True
55,74,140,140,True
55,75,190,190,True
55,76,50,50,True
55,77,60,60,True
55,78,130,130,True
55,79,130,130,True
55,80,110,110,True
55,81,110,110,True
55,82,100,100,True
55,83,120,120,True
55,84,140,140,True
55,85,120,120,True
55,86,110,110,True
55,87,120,120,True
55,88,130,130,True
55,89,140,140,True
55,90,120,120,True
55,91,110,110,True
55,92,80,80,True
55,93,160,160,True
56,0,110,110,True
56,1,130,130,True
56,2,70,70,True
56,3,70,70,True
56,4,90,90,True
56,5,90,90,True
56,6,170,170,True
56,7,150,150,True
56,8,150,150,True
56,9,70,70,True
56,10,120,120,True
56,11,100,100,True
56,12,70,70,True
56,13,80,80,True
56,14,100,100,True
56,15,100,100,True
56,16,100,100,True
56,17,120,120,True
56,18,130,130,True
56,19,170,170,True
56,20,50,50,True
56,21,70,70,True
56,22,120,120,True
56,23,80,80,True
56,24,120,120,True
56,25,100,100,True
56,26,130,130,True
56,27,140,140,True
56,28,100,100,True
56,29,120,120,True
56,30,120,120,True
56,31,130,130,True
56,32,130,130,True
56,33,210,210,True
56,34,100,100,True
56,35,130,130,True
56,36,120,120,True
56,37,170,170,True
56,38,80,80,True
56,39,120,120,True
56,40,80,80,True
56,41,100,100,True
56,42,130,130,True
56,43,170,170,True
56,44,90,90,True
56,45,110,110,True
56,46,130,130,True
56,47,110,110,True
56,48,40,40,True
56,49,130,130,True
56,50,110,110,True
56,51,150,150,True
56,52,80,80,True
56,53,70,70,True
56,54,70,70,True
56,55,90,90,True
56,56,20,20,True
56,57,90,90,True
56,58,130,130,True
56,59,150,150,True
56,60,90,90,True
56,61,110,110,True
56,62,100,100,True
56,63,150,150,True
56,64,100,100,True
56,65,160,160,True
56,66,130,130,True
56,67,140,140,True
56,68,110,110,True
56,69,130,130,True
56,70,130,130,True
56,71,80,80,True
56,72,100,100,True
56,73,90,90,True
56,74,140,140,True
56,75,190,190,True
56,76,50,50,True
56,77,60,60,True
56,78,130,130,True
56,79,130,130,True
56,80,110,110,True
56,81,110,110,True
56,82,100,100,True
56,83,120,120,True
56,84,140,140,True
56,85,120,120,True
56,86,110,110,True
56,87,120,120,True
56,88,130,130,True
56,89,140,140,True
56,90,120,120,True
56,91,110,110,True
56,92,80,80,True
56,93,160,160,True
57,0,110,110,True
57,1,130,130,True
57,2,70,70,True
57,3,70,70,True
57,4,90,90,True
57,5,90,90,True
57,6,170,170,True
57,7,150,150,True
57,8,150,150,True
57,9,70,70,True
57,10,120,120,True
57,11,100,100,True
57,12,70,70,True
57,13,80,80,True
57,14,100,100,True
57,15,100,100,True
57,16,100,100,True
57,17,120,120,True
57,18,130,130,True
57,19,170,170,True
57,20,50,50,True
57,21,70,70,True
57,22,120,120,True
57,23,80,80,True
57,24,120,120,True
57,25,100,100,True
57,26,130,130,True
57,27,140,140,True
57,28,100,100,True
57,29,120,120,True
57,30,120,120,True
57,31,130,130,True
57,32,130,130,True
57,33,210,210,True
57,34,100,100,True
57,35,130,130,True
57,36,120,120,True
57,37,170,170,True
57,38,80,80,True
57,39,120,120,True
57,40,80,80,True
57,41,100,100,True
57,42,130,130,True
57,43,170,170,True
57,44,90,90,True
57,45,110,110,True
57,46,130,130,True
57,47,110,110,True
57,48,40,40,True
57,49,130,130,True
57,50,110,110,True
57,51,150,150,True
57,52,80,80,True
57,53,70,70,True
57,54,70,70,True
57,55,90,90,True
57,56,20,20,True
57,57,90,90,True
57,58,130,130,True
57,59,150,150,True
57,60,90,90,True
57,61,110,110,True
57,62,100,100,True
57,63,150,150,True
57,64,100,100,True
57,65,160,160,True
57,66,130,130,True
57,67,140,140,True
57,68,110,110,True
57,69,130,130,True
57,70,130,130,True
57,71,80,80,True
57,72,100,100,True
57,73,90,90,True
57,74,140,140,True
57,75,190,190,True
57,76,50,50,True
57,77,60,60,True
57,78,130,130,True
57,79,130,130,True
57,80,110,110,True
57,81,110,110,True
57,82,100,100,True
57,83,120,120,True
57,84,140,140,True
57,85,120,120,True
57,86,110,110,True
57,87,120,120,True
57,88,130,130,True
57,89,140,140,True
57,90,120,120,True
57,91,110,110,True
57,92,80,80,True
57,93,160,160,True
58,0,110,110,True
58,1,130,130,True
58,2,70,70,True
58,3,70,70,True
58,4,90,90,True
58,5,90,90,True
58,6,170,170,True
58,7,150,150,True
58,8,150,150,True
58,9,70,70,True
58,10,120,120,True
58,11,100,100,True
58,12,70,70,True
58,13,80,80,True
58,14,100,100,True
58,15,100,100,True
58,16,100,100,True
58,17,120,120,True
58,18,130,130,True
58,19,170,170,True
58,20,50,50,True
58,21,70,70,True
58,22,120,120,True
58,23,80,80,True
58,24,120,120,True
58,25,100,100,True
58,26,130,130,True
58,27,140,140,True
58,28,100,100,True
58,29,120,120,True
58,30,120,120,True
58,31,130,130,True
58,32,130,130,True
58,33,210,210,True
58,34,100,100,True
58,35,130,130,True
58,36,120,120,True
58,37,170,170,True
58,38,80,80,True
58,39,120,120,True
58,40,80,80,True
58,41,100,100,True
58,42,130,130,True
58,43,170,170,True
58,44,90,90,True
58,45,110,110,True
58,46,130,130,True
58,47,110,110,True
58,48,40,40,True
58,49,130,130,True
58,50,110,110,True
58,51,150,150,True
58,52,80,80,True
58,53,70,70,True
58,54,70,70,True
58,55,90,90,True
58,56,20,20,False
58,57,90,90,True
58,58,130,130,True
58,59,150,150,True
58,60,90,90,True
58,61,110,110,True
58,62,100,100,True
58,63,150,150,True
58,64,100,100,True
58,65,160,160,True
58,66,130,130,True
58,67,140,140,True
58,68,110,110,True
58,69,130,130,True
58,70,130,130,True
58,71,80,80,True
58,72,100,100,True
58,73,90,90,True
58,74,140,140,True
58,75,190,190,True
58,76,50,50,True
58,77,60,60,True
58,78,130,130,True
58,79,130,130,True
58,80,110,110,True
58,81,110,110,True
58,82,100,100,True
58,83,120,120,True
58,84,140,140,True
58,85,120,120,True
58,86,110,110,True
58,87,120,120,True
58,88,130,130,True
58,89,140,140,True
58,90,120,120,True
58,91,110,110,True
58,92,80,80,True
58,93,160,160,True
59,0,110,110,True
59,1,130,130,True
59,2,70,70,True
59,3,70,70,True
59,4,90,90,True
59,5,90,90,True
59,6,170,170,True
59,7,150,150,True
59,8,150,150,True
59,9,70,70,True
59,10,120,120,True
59,11,100,100,True
59,12,70,70,True
59,13,80,80,True
59,14,100,100,True
59,15,100,100,True
59,16,100,100,True
59,17,120,120,True
59,18,130,130,True
59,19,170,170,True
59,20,50,50,True
59,21,70,70,True
59,22,120,120,True
59,23,80,80,True
59,24,120,120,True
59,25,100,100,True
59,26,130,130,True
59,27,140,140,True
59,28,100,100,True
59,29,120,120,True
59,30,120,120,True
59,31,130,130,True
59,32,130,130,True
59,33,210,210,True
59,34,100,100,True
59,35,130,130,True
59,36,120,120,True
59,37,170,170,True
59,38,80,80,True
59,39,120,120,True
59,40,80,80,True
59,41,100,100,True
59,42,130,130,True
59,43,170,170,True
59,44,90,90,True
59,45,110,110,True
59,46,130,130,True
59,47,110,110,True
59,48,40,40,True
59,49,130,130,True
59,50,110,110,True
59,51,150,150,True
59,52,80,80,True
59,53,70,70,True
59,54,70,70,True
59,55,90,90,True
59,56,20,20,False
59,57,90,90,True
59,58,130,130,True
59,59,150,150,True
59,60,90,90,True
59,61,110,110,True
59,62,100,100,True
59,63,150,150,True
59,64,100,100,True
59,65,160,160,True
59,66,130,130,True
59,67,140,140,True
59,68,110,110,True
59,69,130,130,True
59,70,130,130,True
59,71,80,80,True
59,72,100,100,True
59,73,90,90,True
59,74,140,140,True
59,75,190,190,True
59,76,50,50,True
59,77,60,60,True
59,78,130,130,True
59,79,130,130,True
59,80,110,110,True
59,81,110,110,True
59,82,100,100,True
59,83,120,120,True
59,84,140,140,True
59,85,120,120,True
59,86,110,110,True
59,87,120,120,True
59,88,130,130,True
59,89,140,140,True
59,90,120,120,True
59,91,110,110,True
59,92,80,80,True
59,93,160,160,True
60,0,110,110,True
60,1,130,130,True
60,2,70,70,True
60,3,70,70,True
60,4,90,90,True
60,5,90,90,True
60,6,170,170,True
60,7,150,150,True
60,8,150,150,True
60,9,70,70,True
60,10,120,120,True
60,11,100,100,True
60,12,70,70,True
60,13,80,80,True
60,14,100,100,True
60,15,100,100,True
60,16,100,100,True
60,17,120,120,True
60,18,130,130,True
60,19,170,170,True
60,20,50,50,True
60,21,70,70,True
60,22,120,120,True
60,23,80,80,True
60,24,120,120,True
60,25,100,100,True
60,26,130,130,True
60,27,140,140,True
60,28,100,100,True
60,29,120,120,True
60,30,120,120,True
60,31,130,130,True
60,32,130,130,True
60,33,210,210,True
60,34,100,100,True
60,35,130,130,True
60,36,120,120,True
60,37,170,170,True
60,38,80,80,True
60,39,120,120,True
60,40,80,80,True
60,41,100,100,True
60,42,130,130,True
60,43,170,170,True
60,44,90,90,True
60,45,110,110,True
60,46,130,130,True
60,47,110,110,True
60,48,40,40,True
60,49,130,130,True
60,50,110,110,True
60,51,150,150,True
60,52,80,80,True
60,53,70,70,True
60,54,70,70,True
60,55,90,90,True
60,56,20,20,True
60,57,90,90,True
60,58,130,130,True
60,59,150,150,True
60,60,90,90,True
60,61,110,110,True
60,62,100,100,True
60,63,150,150,True
60,64,100,100,True
60,65,160,160,True
60,66,130,130,True
60,67,140,140,True
60,68,110,110,True
60,69,130,130,True
60,70,130,130,True
60,71,80,80,True
60,72,100,100,True
60,73,90,90,True
60,74,140,140,True
60,75,190,190,True
60,76,50,50,True
60,77,60,60,True
60,78,130,130,True
60,79,130,130,True
60,80,110,110,True
60,81,110,110,True
60,82,100,100,True
60,83,120,120,True
60,84,140,140,True
60,85,120,120,True
60,86,110,110,True
60,87,120,120,True
60,88,130,130,True
60,89,140,140,True
60,90,120,120,True
60,91,110,110,True
60,92,80,80,True
60,93,160,160,True
61,0,110,110,True
61,1,130,130,True
61,2,70,70,True
61,3,70,70,True
61,4,90,90,True
61,5,90,90,True
61,6,170,170,True
61,7,150,150,True
61,8,150,150,True
61,9,70,70,True
61,10,120,120,True
61,11,100,100,True
61,12,70,70,True
61,13,80,80,True
61,14,100,100,True
61,15,100,100,True
61,16,100,100,True
61,17,120,120,True
61,18,130,130,True
61,19,170,170,True
61,20,50,50,True
61,21,70,70,True
61,22,120,120,True
61,23,80,80,True
61,24,120,120,True
61,25,100,100,True
61,26,130,130,True
61,27,140,140,True
61,28,100,100,True
61,29,120,120,True
61,30,120,120,True
61,31,130,130,True
61,32,130,130,True
61,33,210,210,True
61,34,100,100,True
61,35,130,130,True
61,36,120,120,True
61,37,170,170,True
61,38,80,80,True
61,39,120,120,True
61,40,80,80,True
61,41,100,100,True
61,42,130,130,True
61,43,170,170,True
61,44,90,90,True
61,45,110,110,True
61,46,130,130,True
61,47,110,110,True
61,48,40,40,True
61,49,130,130,True
61,50,110,110,True
61,51,150,150,True
61,52,80,80,True
61,53,70,70,True
61,54,70,70,True
61,55,90,90,True
61,56,20,20,True
61,57,90,90,True
61,58,130,130,True
61,59,150,150,True
61,60,90,90,True
61,61,110,110,True
61,62,100,100,True
61,63,150,150,True
61,64,100,100,True
61,65,160,160,True
61,66,130,130,True
61,67,140,140,True
61,68,110,110,True
61,69,130,130,True
61,70,130,130,True
61,71,80,80,True
61,72,100,100,True
61,73,90,90,True
61,74,140,140,True
61,75,190,190,True
61,76,50,50,True
61,77,60,60,True
61,78,130,130,True
61,79,130,130,True
61,80,110,110,True
61,81,110,110,True
61,82,100,100,True
61,83,120,120,True
61,84,140,140,True
61,85,120,120,True
61,86,110,110,True
61,87,120,120,True
61,88,130,130,True
61,89,140,140,True
61,90,120,120,True
61,91,110,110,True
61,92,80,80,True
61,93,160,160,True
62,0,110,110,True
62,1,130,130,True
62,2,70,70,True
62,3,70,70,True
62,4,90,90,True
62,5,90,90,True
62,6,170,170,True
62,7,150,150,True
62,8,150,150,True
62,9,70,70,True
62,10,120,120,True
62,11,100,100,True
62,12,70,70,True
62,13,80,80,True
62,14,100,100,True
62,15,100,100,True
62,16,100,100,True
62,17,120,120,True
62,18,130,130,True
62,19,170,170,True
62,20,50,50,True
62,21,70,70,True
62,22,120,120,True
62,23,80,80,True
62,24,120,120,True
62,25,100,100,True
62,26,130,130,True
62,27,140,140,True
62,28,100,100,True
62,29,120,120,True
62,30,120,120,True
62,31,130,130,True
62,32,130,130,True
62,33,210,210,True
62,34,100,100,True
62,35,130,130,True
62,36,120,120,True
62,37,170,170,True
62,38,80,80,True
62,39,120,120,True
62,40,80,80,True
62,41,100,100,True
62,42,130,130,True
62,43,170,170,True
62,44,90,90,True
62,45,110,110,True
62,46,130,130,True
62,47,110,110,True
62,48,40,40,True
62,49,130,130,True
62,50,110,110,True
62,51,150,150,True
62,52,80,80,True
