bootstrap_replicate,support_fraction,baseline_motif_count,replicate_discovered_motif_count,retained_baseline_motif_count,novel_motif_count,discovery_set_retention,discovery_set_jaccard
153,0.3,342,2222,342,1880,1.0,0.15391539153915393
154,0.1,1098,10714,1098,9616,1.0,0.10248273287287661
154,0.2,542,4741,542,4199,1.0,0.11432187302256908
154,0.3,342,2014,342,1672,1.0,0.16981132075471697
155,0.1,1098,13181,1098,12083,1.0,0.0833017221758592
155,0.2,542,5922,542,5380,1.0,0.09152313407632556
155,0.3,342,2626,342,2284,1.0,0.13023610053313023
156,0.1,1098,11074,1098,9976,1.0,0.09915116489073506
156,0.2,542,4869,542,4327,1.0,0.1113164920928322
156,0.3,342,1901,342,1559,1.0,0.17990531299316148
157,0.1,1098,10858,1098,9760,1.0,0.10112359550561797
157,0.2,542,4168,542,3626,1.0,0.1300383877159309
157,0.3,342,1919,342,1577,1.0,0.1782178217821782
158,0.1,1098,10548,1098,9450,1.0,0.10409556313993173
158,0.2,542,4166,542,3624,1.0,0.1301008161305809
158,0.3,342,1908,342,1566,1.0,0.1792452830188679
159,0.1,1098,11387,1098,10289,1.0,0.09642574866075349
159,0.2,542,5012,542,4470,1.0,0.10814046288906624
159,0.3,342,2010,342,1668,1.0,0.1701492537313433
160,0.1,1098,12745,1098,11647,1.0,0.0861514319340918
160,0.2,542,5819,542,5277,1.0,0.09314315174428596
160,0.3,342,2582,342,2240,1.0,0.13245546088303642
161,0.1,1098,12895,1098,11797,1.0,0.08514928266770067
161,0.2,542,5683,542,5141,1.0,0.09537216259018125
161,0.3,342,2555,342,2213,1.0,0.13385518590998044
162,0.1,1098,13706,1098,12608,1.0,0.08011090033561943
162,0.2,542,5936,542,5394,1.0,0.09130727762803234
162,0.3,342,2726,342,2384,1.0,0.12545854732208364
163,0.1,1098,10379,1098,9281,1.0,0.10579053858753251
163,0.2,542,4505,542,3963,1.0,0.12031076581576026
163,0.3,342,1913,342,1571,1.0,0.17877679038159958
164,0.1,1098,9553,1098,8455,1.0,0.11493771590076415
164,0.2,542,4517,542,3975,1.0,0.11999114456497675
164,0.3,342,2031,342,1689,1.0,0.16838995568685378
165,0.1,1098,11108,1098,10010,1.0,0.09884767734965791
165,0.2,542,4639,542,4097,1.0,0.11683552489760725
165,0.3,342,1904,342,1562,1.0,0.1796218487394958
166,0.1,1098,12891,1098,11793,1.0,0.0851757039795206
166,0.2,542,4925,542,4383,1.0,0.1100507614213198
166,0.3,342,2154,342,1812,1.0,0.15877437325905291
167,0.1,1098,10915,1098,9817,1.0,0.1005955107650023
167,0.2,542,4580,542,4038,1.0,0.1183406113537118
167,0.3,342,1880,342,1538,1.0,0.1819148936170213
168,0.1,1098,10620,1098,9522,1.0,0.10338983050847457
168,0.2,542,4678,542,4136,1.0,0.115861479264643
168,0.3,342,2084,342,1742,1.0,0.16410748560460653
169,0.1,1098,13550,1098,12452,1.0,0.08103321033210333
169,0.2,542,5234,542,4692,1.0,0.10355368742835308
169,0.3,342,2189,342,1847,1.0,0.15623572407492006
170,0.1,1098,11379,1098,10281,1.0,0.09649354073292908
170,0.2,542,5012,542,4470,1.0,0.10814046288906624
170,0.3,342,1933,342,1591,1.0,0.17692705638903258
171,0.1,1098,9354,1098,8256,1.0,0.11738293778062861
171,0.2,542,4115,542,3573,1.0,0.13171324422843256
171,0.3,342,1636,342,1294,1.0,0.20904645476772615
172,0.1,1098,11515,1098,10417,1.0,0.0953538862353452
172,0.2,542,4638,542,4096,1.0,0.11686071582578697
172,0.3,342,1913,342,1571,1.0,0.17877679038159958
173,0.1,1098,10388,1098,9290,1.0,0.10569888332691567
173,0.2,542,4565,542,4023,1.0,0.11872946330777656
173,0.3,342,2036,342,1694,1.0,0.16797642436149313
174,0.1,1098,10707,1098,9609,1.0,0.10254973381899692
174,0.2,542,4484,542,3942,1.0,0.12087421944692239
174,0.3,342,2097,342,1755,1.0,0.1630901287553648
175,0.1,1098,13407,1098,12309,1.0,0.08189751622286866
175,0.2,542,5565,542,5023,1.0,0.09739442946990116
175,0.3,342,2223,342,1881,1.0,0.15384615384615385
176,0.1,1098,12489,1098,11391,1.0,0.08791736728320923
176,0.2,542,5513,542,4971,1.0,0.09831307817884999
176,0.3,342,2599,342,2257,1.0,0.13158907272027703
177,0.1,1098,11328,1098,10230,1.0,0.09692796610169492
177,0.2,542,5223,542,4681,1.0,0.10377177867126172
177,0.3,342,2437,342,2095,1.0,0.14033647927780057
178,0.1,1098,10821,1098,9723,1.0,0.10146936512337122
178,0.2,542,4540,542,3998,1.0,0.11938325991189427
178,0.3,342,1969,342,1627,1.0,0.17369222955815133
179,0.1,1098,12041,1098,10943,1.0,0.09118843949838053
179,0.2,542,4942,542,4400,1.0,0.10967219749089438
179,0.3,342,2162,342,1820,1.0,0.15818686401480112
180,0.1,1098,13207,1098,12109,1.0,0.08313772999167109
180,0.2,542,6114,542,5572,1.0,0.08864900228982663
180,0.3,342,2547,342,2205,1.0,0.13427561837455831
181,0.1,1098,11323,1098,10225,1.0,0.09697076746445288
181,0.2,542,4890,542,4348,1.0,0.11083844580777096
181,0.3,342,2127,342,1785,1.0,0.1607898448519041
182,0.1,1098,9640,1098,8542,1.0,0.11390041493775933
182,0.2,542,3775,542,3233,1.0,0.14357615894039735
182,0.3,342,1659,342,1317,1.0,0.20614828209764918
183,0.1,1098,10750,1098,9652,1.0,0.10213953488372093
183,0.2,542,4561,542,4019,1.0,0.11883358912519185
183,0.3,342,1882,342,1540,1.0,0.18172157279489903
184,0.1,1098,13308,1098,12210,1.0,0.08250676284941388
184,0.2,542,6083,542,5541,1.0,0.08910077264507645
184,0.3,342,2728,342,2386,1.0,0.125366568914956
185,0.1,1098,9427,1098,8329,1.0,0.11647395778084225
185,0.2,542,4055,542,3513,1.0,0.1336621454993835
185,0.3,342,1656,342,1314,1.0,0.20652173913043478
186,0.1,1098,10705,1098,9607,1.0,0.10256889304063521
186,0.2,542,4484,542,3942,1.0,0.12087421944692239
186,0.3,342,1980,342,1638,1.0,0.17272727272727273
187,0.1,1098,12912,1098,11814,1.0,0.08503717472118959
187,0.2,542,5436,542,4894,1.0,0.0997056659308315
187,0.3,342,2377,342,2035,1.0,0.1438788388725284
188,0.1,1098,9998,1098,8900,1.0,0.10982196439287857
188,0.2,542,4295,542,3753,1.0,0.1261932479627474
188,0.3,342,2076,342,1734,1.0,0.16473988439306358
189,0.1,1098,13240,1098,12142,1.0,0.08293051359516616
189,0.2,542,5668,542,5126,1.0,0.09562455892731123
189,0.3,342,2187,342,1845,1.0,0.15637860082304528
190,0.1,1098,11437,1098,10339,1.0,0.09600419690478272
190,0.2,542,5001,542,4459,1.0,0.10837832433513298
190,0.3,342,1996,342,1654,1.0,0.1713426853707415
191,0.1,1098,10753,1098,9655,1.0,0.10211103877987539
191,0.2,542,4619,542,4077,1.0,0.11734141589088547
191,0.3,342,1997,342,1655,1.0,0.171256885327992
192,0.1,1098,11654,1098,10556,1.0,0.0942165779989703
192,0.2,542,5089,542,4547,1.0,0.10650422479858518
192,0.3,342,2107,342,1765,1.0,0.16231608922638824
193,0.1,1098,10553,1098,9455,1.0,0.10404624277456648
193,0.2,542,4010,542,3468,1.0,0.13516209476309227
193,0.3,342,1833,342,1491,1.0,0.18657937806873978
194,0.1,1098,12074,1098,10976,1.0,0.09093920821600132
194,0.2,542,5405,542,4863,1.0,0.10027752081406105
194,0.3,342,2298,342,1956,1.0,0.14882506527415143
195,0.1,1098,10443,1098,9345,1.0,0.10514220051709279
195,0.2,542,4925,542,4383,1.0,0.1100507614213198
195,0.3,342,2057,342,1715,1.0,0.16626154594069031
196,0.1,1098,12358,1098,11260,1.0,0.08884932837028646
196,0.2,542,5587,542,5045,1.0,0.09701091820297118
196,0.3,342,2359,342,2017,1.0,0.14497668503603223
197,0.1,1098,11024,1098,9926,1.0,0.09960087082728593
197,0.2,542,5079,542,4537,1.0,0.10671392006300452
197,0.3,342,2225,342,1883,1.0,0.15370786516853932
198,0.1,1098,11997,1098,10899,1.0,0.09152288072018004
198,0.2,542,5111,542,4569,1.0,0.10604578360399139
198,0.3,342,2183,342,1841,1.0,0.15666513971598717
199,0.1,1098,12092,1098,10994,1.0,0.09080383724776712
199,0.2,542,5275,542,4733,1.0,0.10274881516587678
199,0.3,342,2498,342,2156,1.0,0.13690952762209768
200,0.1,1098,9743,1098,8645,1.0,0.11269629477573642
200,0.2,542,4200,542,3658,1.0,0.12904761904761905
200,0.3,342,1943,342,1601,1.0,0.17601646937725168
201,0.1,1098,10449,1098,9351,1.0,0.10508182601205857
201,0.2,542,4402,542,3860,1.0,0.1231258518855066
201,0.3,342,1972,342,1630,1.0,0.17342799188640973
202,0.1,1098,13300,1098,12202,1.0,0.0825563909774436
202,0.2,542,5580,542,5038,1.0,0.09713261648745519
202,0.3,342,2189,342,1847,1.0,0.15623572407492006
203,0.1,1098,12167,1098,11069,1.0,0.09024410290129038
203,0.2,542,5002,542,4460,1.0,0.10835665733706518
203,0.3,342,2284,342,1942,1.0,0.14973730297723292
204,0.1,1098,12542,1098,11444,1.0,0.08754584595758252
204,0.2,542,5258,542,4716,1.0,0.10308101939901103
204,0.3,342,2424,342,2082,1.0,0.14108910891089108
205,0.1,1098,10401,1098,9303,1.0,0.10556677242572829
205,0.2,542,4549,542,4007,1.0,0.11914706528907452
205,0.3,342,2035,342,1693,1.0,0.16805896805896806
206,0.1,1098,12138,1098,11040,1.0,0.09045971329708354
206,0.2,542,5513,542,4971,1.0,0.09831307817884999
206,0.3,342,2173,342,1831,1.0,0.1573861021629084
207,0.1,1098,11504,1098,10406,1.0,0.09544506258692628
207,0.2,542,4862,542,4320,1.0,0.11147675853558206
207,0.3,342,2203,342,1861,1.0,0.15524285065819338
208,0.1,1098,10476,1098,9378,1.0,0.10481099656357389
208,0.2,542,4582,542,4040,1.0,0.11828895678742907
208,0.3,342,1855,342,1513,1.0,0.18436657681940702
209,0.1,1098,11709,1098,10611,1.0,0.09377401998462721
209,0.2,542,4651,542,4109,1.0,0.11653407869275424
209,0.3,342,2196,342,1854,1.0,0.1557377049180328
210,0.1,1098,10871,1098,9773,1.0,0.10100266764787048
210,0.2,542,4908,542,4366,1.0,0.1104319478402608
210,0.3,342,2074,342,1732,1.0,0.16489874638379942
211,0.1,1098,10319,1098,9221,1.0,0.10640565946312627
211,0.2,542,4719,542,4177,1.0,0.1148548421275694
211,0.3,342,1901,342,1559,1.0,0.17990531299316148
212,0.1,1098,10706,1098,9608,1.0,0.10255931253502709
212,0.2,542,4579,542,4037,1.0,0.11836645555798209
212,0.3,342,2127,342,1785,1.0,0.1607898448519041
213,0.1,1098,13246,1098,12148,1.0,0.08289294881473652
213,0.2,542,5323,542,4781,1.0,0.1018222806687958
213,0.3,342,2279,342,1937,1.0,0.1500658183413778
214,0.1,1098,12439,1098,11341,1.0,0.08827076131521827
214,0.2,542,4961,542,4419,1.0,0.10925216690183431
214,0.3,342,2143,342,1801,1.0,0.15958936070928606
215,0.1,1098,11416,1098,10318,1.0,0.09618079887876664
215,0.2,542,5124,542,4582,1.0,0.10577673692427791
215,0.3,342,2184,342,1842,1.0,0.1565934065934066
216,0.1,1098,10587,1098,9489,1.0,0.10371209974497024
216,0.2,542,4107,542,3565,1.0,0.13196980764548333
216,0.3,342,1647,342,1305,1.0,0.20765027322404372
217,0.1,1098,11718,1098,10620,1.0,0.09370199692780339
217,0.2,542,4867,542,4325,1.0,0.11136223546332442
217,0.3,342,2114,342,1772,1.0,0.16177861873226113
218,0.1,1098,10591,1098,9493,1.0,0.10367292984609575
218,0.2,542,4253,542,3711,1.0,0.12743945450270397
218,0.3,342,1931,342,1589,1.0,0.17711030554117038
219,0.1,1098,12197,1098,11099,1.0,0.09002213659096499
219,0.2,542,5108,542,4566,1.0,0.10610806577916992
219,0.3,342,2132,342,1790,1.0,0.16041275797373358
220,0.1,1098,10852,1098,9754,1.0,0.10117950608182824
220,0.2,542,4933,542,4391,1.0,0.10987228866815325
220,0.3,342,2430,342,2088,1.0,0.14074074074074075
221,0.1,1098,10453,1098,9355,1.0,0.10504161484741223
221,0.2,542,4645,542,4103,1.0,0.11668460710441335
221,0.3,342,2080,342,1738,1.0,0.16442307692307692
222,0.1,1098,11779,1098,10681,1.0,0.09321674165888445
222,0.2,542,4842,542,4300,1.0,0.11193721602643536
222,0.3,342,2017,342,1675,1.0,0.16955875061973227
223,0.1,1098,10479,1098,9381,1.0,0.10478099055253363
223,0.2,542,4929,542,4387,1.0,0.10996145262730778
223,0.3,342,2170,342,1828,1.0,0.1576036866359447
224,0.1,1098,12254,1098,11156,1.0,0.089603394809858
224,0.2,542,5217,542,4675,1.0,0.10389112516772091
224,0.3,342,2083,342,1741,1.0,0.1641862698031685
225,0.1,1098,11264,1098,10166,1.0,0.09747869318181818
225,0.2,542,5073,542,4531,1.0,0.1068401340429726
225,0.3,342,2436,342,2094,1.0,0.14039408866995073
226,0.1,1098,10627,1098,9529,1.0,0.10332172767479063
226,0.2,542,4681,542,4139,1.0,0.11578722495193335
226,0.3,342,2069,342,1727,1.0,0.1652972450459159
227,0.1,1098,11426,1098,10328,1.0,0.09609662173989147
227,0.2,542,4753,542,4211,1.0,0.11403324216284452
227,0.3,342,1836,342,1494,1.0,0.18627450980392157
228,0.1,1098,11142,1098,10044,1.0,0.09854604200323101
228,0.2,542,4825,542,4283,1.0,0.11233160621761658
228,0.3,342,2369,342,2027,1.0,0.14436471084845925
229,0.1,1098,12804,1098,11706,1.0,0.08575445173383317
229,0.2,542,5242,542,4700,1.0,0.10339565051507059
229,0.3,342,2515,342,2173,1.0,0.1359840954274354
230,0.1,1098,9719,1098,8621,1.0,0.11297458586274307
230,0.2,542,4419,542,3877,1.0,0.12265218375198009
230,0.3,342,1981,342,1639,1.0,0.17264008076728926
231,0.1,1098,11081,1098,9983,1.0,0.09908852991607256
231,0.2,542,4492,542,3950,1.0,0.12065894924309885
231,0.3,342,2025,342,1683,1.0,0.1688888888888889
232,0.1,1098,9899,1098,8801,1.0,0.11092029497929083
232,0.2,542,4141,542,3599,1.0,0.1308862593576431
232,0.3,342,1952,342,1610,1.0,0.17520491803278687
233,0.1,1098,12996,1098,11898,1.0,0.08448753462603878
233,0.2,542,5306,542,4764,1.0,0.10214851111948738
233,0.3,342,2180,342,1838,1.0,0.15688073394495414
234,0.1,1098,11301,1098,10203,1.0,0.09715954340323865
234,0.2,542,4674,542,4132,1.0,0.11596063329054343
234,0.3,342,2131,342,1789,1.0,0.16048803378695448
235,0.1,1098,11608,1098,10510,1.0,0.09458993797381117
235,0.2,542,4663,542,4121,1.0,0.11623418400171563
235,0.3,342,1883,342,1541,1.0,0.1816250663834307
236,0.1,1098,12918,1098,11820,1.0,0.08499767765908035
236,0.2,542,5340,542,4798,1.0,0.10149812734082397
236,0.3,342,1945,342,1603,1.0,0.17583547557840618
237,0.1,1098,10208,1098,9110,1.0,0.10756269592476489
237,0.2,542,4401,542,3859,1.0,0.12315382867530107
237,0.3,342,1865,342,1523,1.0,0.18337801608579088
238,0.1,1098,11016,1098,9918,1.0,0.09967320261437909
238,0.2,542,5191,542,4649,1.0,0.10441148141013293
238,0.3,342,2108,342,1766,1.0,0.16223908918406071
239,0.1,1098,10156,1098,9058,1.0,0.10811343048444269
239,0.2,542,4102,542,3560,1.0,0.13213066796684544
239,0.3,342,1613,342,1271,1.0,0.2120272783632982
240,0.1,1098,10230,1098,9132,1.0,0.10733137829912023
240,0.2,542,4462,542,3920,1.0,0.1214701927386822
240,0.3,342,1742,342,1400,1.0,0.19632606199770378
241,0.1,1098,12624,1098,11526,1.0,0.08697718631178707
241,0.2,542,5467,542,4925,1.0,0.09914029632339491
241,0.3,342,2311,342,1969,1.0,0.1479878840328862
242,0.1,1098,11205,1098,10107,1.0,0.09799196787148594
242,0.2,542,5058,542,4516,1.0,0.10715697904310004
242,0.3,342,2170,342,1828,1.0,0.1576036866359447
243,0.1,1098,12186,1098,11088,1.0,0.09010339734121123
243,0.2,542,5149,542,4607,1.0,0.10526315789473684
243,0.3,342,2091,342,1749,1.0,0.16355810616929697
244,0.1,1098,10460,1098,9362,1.0,0.10497131931166348
244,0.2,542,4550,542,4008,1.0,0.11912087912087913
244,0.3,342,1805,342,1463,1.0,0.18947368421052632
245,0.1,1098,11983,1098,10885,1.0,0.09162980889593592
245,0.2,542,5062,542,4520,1.0,0.10707230343737653
245,0.3,342,2065,342,1723,1.0,0.16561743341404359
246,0.1,1098,11928,1098,10830,1.0,0.0920523138832998
246,0.2,542,4666,542,4124,1.0,0.11615945135019289
246,0.3,342,2017,342,1675,1.0,0.16955875061973227
247,0.1,1098,11155,1098,10057,1.0,0.09843119677274764
247,0.2,542,4916,542,4374,1.0,0.11025223759153784
247,0.3,342,2146,342,1804,1.0,0.15936626281453867
248,0.1,1098,12608,1098,11510,1.0,0.08708756345177665
248,0.2,542,5724,542,5182,1.0,0.0946890286512928
248,0.3,342,2306,342,1964,1.0,0.14830875975715524
249,0.1,1098,11652,1098,10554,1.0,0.09423274974253347
249,0.2,542,5480,542,4938,1.0,0.0989051094890511
249,0.3,342,2491,342,2149,1.0,0.13729425933360095
250,0.1,1098,10480,1098,9382,1.0,0.10477099236641221
250,0.2,542,4596,542,4054,1.0,0.11792863359442994
250,0.3,342,2253,342,1911,1.0,0.151797603195739
251,0.1,1098,13492,1098,12394,1.0,0.08138155944263267
251,0.2,542,5747,542,5205,1.0,0.09431007482164608
251,0.3,342,2387,342,2045,1.0,0.14327607875994972
252,0.1,1098,11314,1098,10216,1.0,0.09704790525013259
252,0.2,542,4425,542,3883,1.0,0.12248587570621469
252,0.3,342,1701,342,1359,1.0,0.20105820105820105
253,0.1,1098,12038,1098,10940,1.0,0.09121116464528992
253,0.2,542,5080,542,4538,1.0,0.10669291338582677
253,0.3,342,2210,342,1868,1.0,0.15475113122171946
254,0.1,1098,13151,1098,12053,1.0,0.08349174967683066
254,0.2,542,6185,542,5643,1.0,0.08763136620856912
254,0.3,342,2587,342,2245,1.0,0.13219945883262466
255,0.1,1098,10713,1098,9615,1.0,0.10249229907588911
255,0.2,542,4646,542,4104,1.0,0.11665949203616013
255,0.3,342,1962,342,1620,1.0,0.1743119266055046
256,0.1,1098,10749,1098,9651,1.0,0.10214903711973207
256,0.2,542,4739,542,4197,1.0,0.11437012027853978
256,0.3,342,2136,342,1794,1.0,0.1601123595505618
257,0.1,1098,12027,1098,10929,1.0,0.09129458717884759
257,0.2,542,5206,542,4664,1.0,0.10411064156742221
257,0.3,342,2106,342,1764,1.0,0.1623931623931624
258,0.1,1098,10885,1098,9787,1.0,0.10087276067983464
258,0.2,542,4425,542,3883,1.0,0.12248587570621469
258,0.3,342,2041,342,1699,1.0,0.16756491915727584
259,0.1,1098,12351,1098,11253,1.0,0.08889968423609425
259,0.2,542,5376,542,4834,1.0,0.10081845238095238
259,0.3,342,2421,342,2079,1.0,0.1412639405204461
260,0.1,1098,15026,1098,13928,1.0,0.07307333954478903
260,0.2,542,5958,542,5416,1.0,0.0909701242027526
260,0.3,342,2596,342,2254,1.0,0.13174114021571648
261,0.1,1098,11229,1098,10131,1.0,0.09778252738445098
261,0.2,542,4539,542,3997,1.0,0.11940956157743997
261,0.3,342,1914,342,1572,1.0,0.1786833855799373
262,0.1,1098,11021,1098,9923,1.0,0.09962798294165684
262,0.2,542,5172,542,4630,1.0,0.10479505027068832
262,0.3,342,2071,342,1729,1.0,0.1651376146788991
263,0.1,1098,11180,1098,10082,1.0,0.09821109123434704
263,0.2,542,4868,542,4326,1.0,0.11133935907970419
263,0.3,342,2331,342,1989,1.0,0.14671814671814673
264,0.1,1098,11603,1098,10505,1.0,0.09463069895716625
264,0.2,542,4935,542,4393,1.0,0.10982776089159067
264,0.3,342,2187,342,1845,1.0,0.15637860082304528
265,0.1,1098,10939,1098,9841,1.0,0.10037480574092696
265,0.2,542,4712,542,4170,1.0,0.11502546689303905
265,0.3,342,2088,342,1746,1.0,0.16379310344827586
266,0.1,1098,12084,1098,10986,1.0,0.09086395233366434
266,0.2,542,5294,542,4752,1.0,0.10238005289006423
266,0.3,342,2238,342,1896,1.0,0.15281501340482573
267,0.1,1098,12625,1098,11527,1.0,0.08697029702970296
267,0.2,542,5582,542,5040,1.0,0.09709781440343963
267,0.3,342,2573,342,2231,1.0,0.1329187718616401
268,0.1,1098,12948,1098,11850,1.0,0.08480074142724744
268,0.2,542,5419,542,4877,1.0,0.10001845358922311
268,0.3,342,2420,342,2078,1.0,0.14132231404958678
269,0.1,1098,9951,1098,8853,1.0,0.1103406692794694
269,0.2,542,4268,542,3726,1.0,0.12699156513589505
269,0.3,342,1994,342,1652,1.0,0.1715145436308927
270,0.1,1098,13053,1098,11955,1.0,0.08411859342679844
270,0.2,542,5859,542,5317,1.0,0.09250725379757638
270,0.3,342,2417,342,2075,1.0,0.14149772445179976
271,0.1,1098,12266,1098,11168,1.0,0.0895157345507908
271,0.2,542,5145,542,4603,1.0,0.10534499514091351
271,0.3,342,2158,342,1816,1.0,0.15848007414272475
272,0.1,1098,12971,1098,11873,1.0,0.0846503739110323
272,0.2,542,5736,542,5194,1.0,0.09449093444909344
272,0.3,342,2340,342,1998,1.0,0.14615384615384616
273,0.1,1098,10528,1098,9430,1.0,0.10429331306990881
273,0.2,542,4484,542,3942,1.0,0.12087421944692239
273,0.3,342,2280,342,1938,1.0,0.15
274,0.1,1098,11885,1098,10787,1.0,0.09238535969709719
274,0.2,542,5151,542,4609,1.0,0.1052222869345758
274,0.3,342,2225,342,1883,1.0,0.15370786516853932
275,0.1,1098,12437,1098,11339,1.0,0.08828495617914288
275,0.2,542,5231,542,4689,1.0,0.10361307589371058
275,0.3,342,2388,342,2046,1.0,0.14321608040201006
276,0.1,1098,10533,1098,9435,1.0,0.10424380518370835
276,0.2,542,4659,542,4117,1.0,0.11633397724833655
276,0.3,342,2229,342,1887,1.0,0.15343203230148048
277,0.1,1098,12230,1098,11132,1.0,0.08977923139820114
277,0.2,542,5637,542,5095,1.0,0.09615043462834841
277,0.3,342,2298,342,1956,1.0,0.14882506527415143
278,0.1,1098,11732,1098,10634,1.0,0.09359018070235255
278,0.2,542,5152,542,4610,1.0,0.10520186335403726
278,0.3,342,1997,342,1655,1.0,0.171256885327992
279,0.1,1098,13586,1098,12488,1.0,0.08081848962166936
279,0.2,542,5689,542,5147,1.0,0.09527157672701705
279,0.3,342,2073,342,1731,1.0,0.1649782923299566
280,0.1,1098,11279,1098,10181,1.0,0.09734905576735527
280,0.2,542,4918,542,4376,1.0,0.11020740138267589
280,0.3,342,2110,342,1768,1.0,0.16208530805687205
281,0.1,1098,12667,1098,11569,1.0,0.08668192942290992
281,0.2,542,5003,542,4461,1.0,0.10833499900059965
281,0.3,342,2130,342,1788,1.0,0.16056338028169015
282,0.1,1098,9798,1098,8700,1.0,0.11206368646662584
282,0.2,542,4320,542,3778,1.0,0.12546296296296297
282,0.3,342,1828,342,1486,1.0,0.18708971553610504
283,0.1,1098,11585,1098,10487,1.0,0.09477772982304704
283,0.2,542,4802,542,4260,1.0,0.11286963765097877
283,0.3,342,2002,342,1660,1.0,0.17082917082917082
284,0.1,1098,12874,1098,11776,1.0,0.08528817772254156
284,0.2,542,5470,542,4928,1.0,0.09908592321755028
284,0.3,342,2239,342,1897,1.0,0.1527467619472979
285,0.1,1098,12116,1098,11018,1.0,0.09062396830637175
285,0.2,542,4690,542,4148,1.0,0.11556503198294243
285,0.3,342,2110,342,1768,1.0,0.16208530805687205
286,0.1,1098,12003,1098,10905,1.0,0.09147713071732066
286,0.2,542,4589,542,4047,1.0,0.11810852037480933
286,0.3,342,1995,342,1653,1.0,0.17142857142857143
287,0.1,1098,11076,1098,9978,1.0,0.09913326110509209
287,0.2,542,4818,542,4276,1.0,0.11249481112494811
287,0.3,342,2218,342,1876,1.0,0.15419296663660956
288,0.1,1098,11106,1098,10008,1.0,0.09886547811993517
288,0.2,542,4766,542,4224,1.0,0.11372219890893831
288,0.3,342,1894,342,1552,1.0,0.1805702217529039
289,0.1,1098,12212,1098,11114,1.0,0.08991156239764167
289,0.2,542,4811,542,4269,1.0,0.11265849095822074
289,0.3,342,1968,342,1626,1.0,0.17378048780487804
290,0.1,1098,12401,1098,11303,1.0,0.08854124667365534
290,0.2,542,5704,542,5162,1.0,0.0950210378681627
290,0.3,342,2463,342,2121,1.0,0.13885505481120586
291,0.1,1098,9444,1098,8346,1.0,0.11626429479034307
291,0.2,542,4388,542,3846,1.0,0.12351868732907931
291,0.3,342,2048,342,1706,1.0,0.1669921875
292,0.1,1098,9891,1098,8793,1.0,0.11101000909918107
292,0.2,542,4404,542,3862,1.0,0.12306993642143506
292,0.3,342,1802,342,1460,1.0,0.1897891231964484
293,0.1,1098,10333,1098,9235,1.0,0.10626149230620342
293,0.2,542,4457,542,3915,1.0,0.12160646174556877
293,0.3,342,1950,342,1608,1.0,0.1753846153846154
294,0.1,1098,10784,1098,9686,1.0,0.10181750741839762
294,0.2,542,4598,542,4056,1.0,0.11787733797303175
294,0.3,342,2257,342,1915,1.0,0.15152857775808595
295,0.1,1098,11986,1098,10888,1.0,0.09160687468713499
295,0.2,542,4988,542,4446,1.0,0.10866078588612671
295,0.3,342,2139,342,1797,1.0,0.15988779803646563
296,0.1,1098,13288,1098,12190,1.0,0.08263094521372667
296,0.2,542,5726,542,5184,1.0,0.09465595529165212
296,0.3,342,2433,342,2091,1.0,0.1405672009864365
297,0.1,1098,12822,1098,11724,1.0,0.085634066448292
297,0.2,542,5429,542,4887,1.0,0.09983422361392522
297,0.3,342,2579,342,2237,1.0,0.1326095385808453
298,0.1,1098,11804,1098,10706,1.0,0.09301931548627584
298,0.2,542,4920,542,4378,1.0,0.11016260162601627
298,0.3,342,2308,342,1966,1.0,0.14818024263431542
299,0.1,1098,12704,1098,11606,1.0,0.08642947103274559
299,0.2,542,5204,542,4662,1.0,0.10415065334358185
299,0.3,342,2446,342,2104,1.0,0.13982011447260834
300,0.1,1098,13328,1098,12230,1.0,0.0823829531812725
300,0.2,542,5536,542,4994,1.0,0.09790462427745665
300,0.3,342,2638,342,2296,1.0,0.12964366944655042
301,0.1,1098,11532,1098,10434,1.0,0.09521331945889698
301,0.2,542,4826,542,4284,1.0,0.11230832987981765
301,0.3,342,2221,342,1879,1.0,0.1539846915803692
302,0.1,1098,16294,1098,15196,1.0,0.06738676813551
302,0.2,542,6801,542,6259,1.0,0.07969416262314366
302,0.3,342,2703,342,2361,1.0,0.12652608213096558
303,0.1,1098,10433,1098,9335,1.0,0.10524297900891402
303,0.2,542,4859,542,4317,1.0,0.1115455855114221
303,0.3,342,2403,342,2061,1.0,0.14232209737827714
304,0.1,1098,12645,1098,11547,1.0,0.08683274021352314
304,0.2,542,5617,542,5075,1.0,0.0964927897454157
304,0.3,342,2488,342,2146,1.0,0.13745980707395497
305,0.1,1098,11589,1098,10491,1.0,0.0947450168263008
305,0.2,542,4525,542,3983,1.0,0.11977900552486188
305,0.3,342,1796,342,1454,1.0,0.19042316258351893
306,0.1,1098,12358,1098,11260,1.0,0.08884932837028646
306,0.2,542,5057,542,4515,1.0,0.10717816887482698
306,0.3,342,1891,342,1549,1.0,0.1808566895822316
307,0.1,1098,11997,1098,10899,1.0,0.09152288072018004
307,0.2,542,5066,542,4524,1.0,0.10698776154757204
307,0.3,342,2104,342,1762,1.0,0.16254752851711027
308,0.1,1098,10520,1098,9422,1.0,0.1043726235741445
308,0.2,542,4337,542,3795,1.0,0.12497117823380217
308,0.3,342,1891,342,1549,1.0,0.1808566895822316
309,0.1,1098,11556,1098,10458,1.0,0.09501557632398754
309,0.2,542,5403,542,4861,1.0,0.10031464001480658
309,0.3,342,2173,342,1831,1.0,0.1573861021629084
