bootstrap_replicate,support_fraction,baseline_motif_count,replicate_discovered_motif_count,retained_baseline_motif_count,novel_motif_count,discovery_set_retention,discovery_set_jaccard
345,0.3,342,316,316,0,0.9239766081871345,0.9239766081871345
346,0.1,1098,993,993,0,0.9043715846994536,0.9043715846994536
346,0.2,542,507,507,0,0.9354243542435424,0.9354243542435424
346,0.3,342,313,313,0,0.9152046783625731,0.9152046783625731
347,0.1,1098,1040,1040,0,0.9471766848816029,0.9471766848816029
347,0.2,542,484,484,0,0.8929889298892989,0.8929889298892989
347,0.3,342,310,310,0,0.9064327485380117,0.9064327485380117
348,0.1,1098,1082,1082,0,0.9854280510018215,0.9854280510018215
348,0.2,542,539,539,0,0.9944649446494465,0.9944649446494465
348,0.3,342,332,332,0,0.9707602339181286,0.9707602339181286
349,0.1,1098,998,998,0,0.9089253187613844,0.9089253187613844
349,0.2,542,520,520,0,0.959409594095941,0.959409594095941
349,0.3,342,328,328,0,0.9590643274853801,0.9590643274853801
350,0.1,1098,1057,1057,0,0.9626593806921676,0.9626593806921676
350,0.2,542,520,520,0,0.959409594095941,0.959409594095941
350,0.3,342,323,323,0,0.9444444444444444,0.9444444444444444
351,0.1,1098,1026,1026,0,0.9344262295081968,0.9344262295081968
351,0.2,542,524,524,0,0.966789667896679,0.966789667896679
351,0.3,342,327,327,0,0.956140350877193,0.956140350877193
352,0.1,1098,1042,1042,0,0.9489981785063752,0.9489981785063752
352,0.2,542,526,526,0,0.9704797047970479,0.9704797047970479
352,0.3,342,322,322,0,0.9415204678362573,0.9415204678362573
353,0.1,1098,1045,1045,0,0.9517304189435337,0.9517304189435337
353,0.2,542,504,504,0,0.9298892988929889,0.9298892988929889
353,0.3,342,325,325,0,0.9502923976608187,0.9502923976608187
354,0.1,1098,1044,1044,0,0.9508196721311475,0.9508196721311475
354,0.2,542,509,509,0,0.9391143911439115,0.9391143911439115
354,0.3,342,311,311,0,0.9093567251461988,0.9093567251461988
355,0.1,1098,1032,1032,0,0.9398907103825137,0.9398907103825137
355,0.2,542,518,518,0,0.955719557195572,0.955719557195572
355,0.3,342,319,319,0,0.9327485380116959,0.9327485380116959
356,0.1,1098,1057,1057,0,0.9626593806921676,0.9626593806921676
356,0.2,542,499,499,0,0.9206642066420664,0.9206642066420664
356,0.3,342,318,318,0,0.9298245614035088,0.9298245614035088
357,0.1,1098,1007,1007,0,0.9171220400728597,0.9171220400728597
357,0.2,542,526,526,0,0.9704797047970479,0.9704797047970479
357,0.3,342,328,328,0,0.9590643274853801,0.9590643274853801
358,0.1,1098,1004,1004,0,0.9143897996357013,0.9143897996357013
358,0.2,542,487,487,0,0.8985239852398524,0.8985239852398524
358,0.3,342,302,302,0,0.8830409356725146,0.8830409356725146
359,0.1,1098,991,991,0,0.9025500910746812,0.9025500910746812
359,0.2,542,507,507,0,0.9354243542435424,0.9354243542435424
359,0.3,342,308,308,0,0.9005847953216374,0.9005847953216374
360,0.1,1098,981,981,0,0.8934426229508197,0.8934426229508197
360,0.2,542,494,494,0,0.9114391143911439,0.9114391143911439
360,0.3,342,321,321,0,0.9385964912280702,0.9385964912280702
361,0.1,1098,979,979,0,0.8916211293260473,0.8916211293260473
361,0.2,542,517,517,0,0.9538745387453874,0.9538745387453874
361,0.3,342,306,306,0,0.8947368421052632,0.8947368421052632
362,0.1,1098,1074,1074,0,0.9781420765027322,0.9781420765027322
362,0.2,542,540,540,0,0.996309963099631,0.996309963099631
362,0.3,342,325,325,0,0.9502923976608187,0.9502923976608187
363,0.1,1098,1053,1053,0,0.9590163934426229,0.9590163934426229
363,0.2,542,534,534,0,0.985239852398524,0.985239852398524
363,0.3,342,330,330,0,0.9649122807017544,0.9649122807017544
364,0.1,1098,1065,1065,0,0.9699453551912568,0.9699453551912568
364,0.2,542,522,522,0,0.9630996309963099,0.9630996309963099
