bootstrap_replicate,support_fraction,baseline_motif_count,replicate_discovered_motif_count,retained_baseline_motif_count,novel_motif_count,discovery_set_retention,discovery_set_jaccard
40,0.3,342,330,330,0,0.9649122807017544,0.9649122807017544
41,0.1,1098,1037,1037,0,0.9444444444444444,0.9444444444444444
41,0.2,542,504,504,0,0.9298892988929889,0.9298892988929889
41,0.3,342,309,309,0,0.9035087719298246,0.9035087719298246
42,0.1,1098,1022,1022,0,0.930783242258652,0.930783242258652
42,0.2,542,505,505,0,0.9317343173431735,0.9317343173431735
42,0.3,342,297,297,0,0.868421052631579,0.868421052631579
43,0.1,1098,1072,1072,0,0.97632058287796,0.97632058287796
43,0.2,542,522,522,0,0.9630996309963099,0.9630996309963099
43,0.3,342,327,327,0,0.956140350877193,0.956140350877193
44,0.1,1098,1084,1084,0,0.9872495446265938,0.9872495446265938
44,0.2,542,508,508,0,0.9372693726937269,0.9372693726937269
44,0.3,342,309,309,0,0.9035087719298246,0.9035087719298246
45,0.1,1098,1034,1034,0,0.941712204007286,0.941712204007286
45,0.2,542,497,497,0,0.9169741697416974,0.9169741697416974
45,0.3,342,292,292,0,0.8538011695906432,0.8538011695906432
46,0.1,1098,1043,1043,0,0.9499089253187614,0.9499089253187614
46,0.2,542,505,505,0,0.9317343173431735,0.9317343173431735
46,0.3,342,320,320,0,0.935672514619883,0.935672514619883
47,0.1,1098,1033,1033,0,0.9408014571948998,0.9408014571948998
47,0.2,542,509,509,0,0.9391143911439115,0.9391143911439115
47,0.3,342,325,325,0,0.9502923976608187,0.9502923976608187
48,0.1,1098,965,965,0,0.8788706739526412,0.8788706739526412
48,0.2,542,509,509,0,0.9391143911439115,0.9391143911439115
48,0.3,342,316,316,0,0.9239766081871345,0.9239766081871345
49,0.1,1098,1063,1063,0,0.9681238615664846,0.9681238615664846
49,0.2,542,521,521,0,0.9612546125461254,0.9612546125461254
49,0.3,342,324,324,0,0.9473684210526315,0.9473684210526315
50,0.1,1098,993,993,0,0.9043715846994536,0.9043715846994536
50,0.2,542,527,527,0,0.9723247232472325,0.9723247232472325
50,0.3,342,325,325,0,0.9502923976608187,0.9502923976608187
51,0.1,1098,989,989,0,0.900728597449909,0.900728597449909
51,0.2,542,534,534,0,0.985239852398524,0.985239852398524
51,0.3,342,324,324,0,0.9473684210526315,0.9473684210526315
52,0.1,1098,1045,1045,0,0.9517304189435337,0.9517304189435337
52,0.2,542,526,526,0,0.9704797047970479,0.9704797047970479
52,0.3,342,327,327,0,0.956140350877193,0.956140350877193
53,0.1,1098,1047,1047,0,0.953551912568306,0.953551912568306
53,0.2,542,523,523,0,0.9649446494464945,0.9649446494464945
53,0.3,342,315,315,0,0.9210526315789473,0.9210526315789473
54,0.1,1098,993,993,0,0.9043715846994536,0.9043715846994536
54,0.2,542,506,506,0,0.933579335793358,0.933579335793358
54,0.3,342,300,300,0,0.8771929824561403,0.8771929824561403
55,0.1,1098,1015,1015,0,0.924408014571949,0.924408014571949
55,0.2,542,510,510,0,0.940959409594096,0.940959409594096
55,0.3,342,324,324,0,0.9473684210526315,0.9473684210526315
56,0.1,1098,1014,1014,0,0.9234972677595629,0.9234972677595629
56,0.2,542,515,515,0,0.9501845018450185,0.9501845018450185
56,0.3,342,310,310,0,0.9064327485380117,0.9064327485380117
57,0.1,1098,920,920,0,0.8378870673952641,0.8378870673952641
57,0.2,542,526,526,0,0.9704797047970479,0.9704797047970479
