support_fraction,bootstrap_replicates,median_discovered_motif_count,median_baseline_retention,q025_baseline_retention,q975_baseline_retention,median_discovery_set_jaccard,median_novel_motif_count
0.1,500,1014.5,0.9239526411657559,0.8428734061930783,0.9840846994535518,0.9239526411657559,0.0
0.2,500,515.0,0.9501845018450185,0.8874538745387454,0.9898985239852398,0.9501845018450185,0.0
0.3,500,318.0,0.9298245614035088,0.8538011695906432,0.9853801169590644,0.9298245614035088,0.0
