support_fraction,bootstrap_replicates,median_discovered_motif_count,median_baseline_retention,q025_baseline_retention,q975_baseline_retention,median_discovery_set_jaccard,median_novel_motif_count
0.1,500,12055.5,1.0,1.0,1.0,0.09107876464837386,10957.5
0.2,500,4999.5,1.0,1.0,1.0,0.10841084216843369,4457.5
0.3,500,2197.0,1.0,1.0,1.0,0.15566694739066525,1855.0
